,x,y,z,t,activity
0,0.0,0.0,0.0,519,Standing
1,0.43,-0.82,-0.27,559,Standing
2,0.46,-0.85,-0.21,599,Standing
3,0.48,-0.84,-0.23,640,Standing
4,0.52,-0.84,-0.26,680,Standing
5,0.48,-0.86,-0.25,721,Standing
6,0.46,-0.84,-0.23,762,Standing
7,0.45,-0.82,-0.24,803,Standing
8,0.43,-0.84,-0.24,843,Standing
9,0.43,-0.84,-0.25,884,Standing
10,0.44,-0.84,-0.24,925,Standing
11,0.46,-0.84,-0.25,966,Standing
12,0.44,-0.84,-0.23,1007,Standing
13,0.44,-0.84,-0.22,1048,Standing
14,0.47,-0.84,-0.23,1088,Standing
15,0.44,-0.84,-0.21,1129,Standing
16,0.47,-0.86,-0.23,1169,Standing
17,0.48,-0.84,-0.24,1210,Standing
18,0.46,-0.86,-0.23,1250,Standing
19,0.43,-0.84,-0.21,1291,Standing
20,0.0,0.0,0.0,520,Standing
21,0.48,-0.8,-0.28,560,Standing
22,0.49,-0.81,-0.27,601,Standing
23,0.5,-0.8,-0.27,642,Standing
24,0.5,-0.8,-0.27,683,Standing
25,0.49,-0.8,-0.27,723,Standing
26,0.5,-0.82,-0.26,763,Standing
27,0.49,-0.8,-0.27,804,Standing
28,0.5,-0.8,-0.26,845,Standing
29,0.51,-0.81,-0.26,886,Standing
30,0.5,-0.81,-0.26,928,Standing
31,0.49,-0.8,-0.26,969,Standing
32,0.49,-0.82,-0.26,1010,Standing
33,0.48,-0.81,-0.25,1050,Standing
34,0.49,-0.82,-0.25,1091,Standing
35,0.49,-0.82,-0.26,1131,Standing
36,0.48,-0.82,-0.25,1172,Standing
37,0.0,0.0,0.0,520,Standing
38,0.07,-0.95,-0.04,560,Standing
39,0.07,-0.95,-0.03,600,Standing
40,0.05,-0.98,-0.04,641,Standing
41,0.07,-0.99,-0.04,681,Standing
42,0.09,-0.98,-0.06,722,Standing
43,0.1,-0.97,-0.05,762,Standing
44,0.08,-0.99,-0.05,803,Standing
45,0.11,-0.99,-0.07,844,Standing
46,0.11,-0.99,-0.05,885,Standing
47,0.09,-1.0,-0.05,926,Standing
48,0.1,-1.01,-0.04,966,Standing
49,0.08,-0.99,-0.02,1007,Standing
50,0.07,-0.98,-0.03,1047,Standing
51,0.07,-0.98,-0.03,1088,Standing
52,0.09,-1.0,-0.03,1128,Standing
53,0.02,-0.97,0.01,1169,Standing
54,0.03,-0.99,0.0,1209,Standing
55,0.07,-0.99,-0.0,1250,Standing
56,0.06,-0.98,0.02,1290,Standing
57,0.04,-0.99,-0.01,1331,Standing
58,0.08,-0.98,-0.02,1373,Standing
59,0.09,-0.97,-0.04,1414,Standing
60,0.09,-1.0,-0.03,1454,Standing
61,0.09,-0.99,-0.03,1495,Standing
62,0.08,-0.99,-0.03,1537,Standing
63,0.09,-0.98,-0.03,1579,Standing
