,x,y,z,t,activity
0,0.99,-0.23,0.0,537,Standing
1,1.0,-0.23,0.01,578,Standing
2,1.0,-0.23,0.01,618,Standing
3,1.0,-0.22,0.02,658,Standing
4,1.01,-0.22,0.02,699,Standing
5,1.02,-0.22,0.01,739,Standing
6,1.01,-0.22,0.01,780,Standing
7,1.02,-0.22,0.0,820,Standing
8,1.01,-0.22,0.01,861,Standing
9,1.0,-0.21,0.0,901,Standing
10,1.01,-0.21,-0.0,941,Standing
11,1.0,-0.21,-0.0,983,Standing
12,1.0,-0.21,0.0,1025,Standing
13,1.0,-0.21,-0.01,1067,Standing
14,1.01,-0.21,0.0,1108,Standing
15,1.01,-0.21,-0.01,1148,Standing
16,1.0,-0.21,-0.0,1189,Standing
17,1.01,-0.21,-0.0,1229,Standing
18,1.01,-0.21,0.0,1269,Standing
19,1.0,-0.21,0.01,1309,Standing
20,1.02,-0.21,0.0,1349,Standing
21,1.0,-0.21,0.0,1389,Standing
22,0.99,-0.22,-0.01,1429,Standing
23,1.01,-0.21,0.02,1469,Standing
24,0.99,-0.2,0.01,1509,Standing
25,1.0,-0.19,0.01,1549,Standing
26,1.01,-0.2,-0.01,1589,Standing
27,1.01,-0.21,0.0,1629,Standing
28,1.0,-0.2,-0.01,1669,Standing
29,1.01,-0.21,-0.01,1709,Standing
30,0.98,-0.21,-0.01,1751,Standing
31,1.0,-0.23,0.0,1794,Standing
32,1.0,-0.23,-0.04,1837,Standing
33,1.02,-0.21,-0.03,1879,Standing
34,1.0,-0.21,-0.05,1921,Standing
35,1.0,-0.21,-0.07,1964,Standing
36,0.99,-0.21,-0.09,2006,Standing
37,0.98,-0.21,-0.12,2048,Standing
38,1.01,-0.18,-0.13,2088,Standing
39,1.02,-0.19,-0.15,2128,Standing
40,0.99,-0.19,-0.14,2168,Standing
41,1.01,-0.18,-0.17,2208,Standing
42,1.0,-0.2,-0.18,2248,Standing
43,1.02,-0.2,-0.19,2289,Standing
44,1.02,-0.23,-0.18,2329,Standing
45,0.98,-0.23,-0.15,2369,Standing
46,0.98,-0.2,-0.17,2410,Standing
47,0.99,-0.19,-0.18,2450,Standing
48,0.99,-0.19,-0.16,2490,Standing
49,0.99,-0.21,-0.14,2530,Standing
50,0.99,-0.23,-0.13,2571,Standing
51,1.01,-0.26,-0.16,2611,Standing
52,0.98,-0.27,-0.07,2652,Standing
53,1.02,-0.27,-0.14,2692,Standing
54,1.14,-0.32,0.02,2732,Standing
55,1.04,-0.28,-0.06,2772,Standing
56,1.04,-0.27,-0.08,2812,Standing
57,0.98,-0.23,-0.04,2852,Standing
58,0.96,-0.21,0.03,2892,Standing
59,0.98,-0.21,0.03,2932,Standing
60,0.9,-0.23,0.1,2972,Standing
61,0.93,-0.24,0.13,3012,Standing
62,0.89,-0.22,0.17,3052,Standing
63,0.85,-0.22,0.23,3092,Standing
64,0.81,-0.26,0.23,3132,Standing
65,0.84,-0.33,0.28,3172,Standing
66,0.8,-0.33,0.33,3212,Standing
67,0.78,-0.41,0.36,3252,Standing
68,0.63,-0.43,0.46,3292,Standing
69,0.5,-0.48,0.5,3332,Standing
70,0.45,-0.61,0.49,3373,Standing
71,0.55,-0.78,0.55,3415,Standing
72,0.49,-0.83,0.54,3457,Standing
73,0.37,-0.86,0.56,3499,Standing
74,0.31,-0.9,0.59,3540,Standing
75,0.33,-0.95,0.55,3580,Standing
76,0.33,-0.96,0.53,3620,Standing
77,0.31,-0.96,0.48,3660,Standing
78,0.3,-0.95,0.41,3701,Standing
79,0.28,-0.95,0.39,3741,Standing
80,0.28,-0.92,0.38,3783,Standing
81,0.26,-0.92,0.37,3824,Standing
82,0.22,-0.91,0.35,3864,Standing
83,0.23,-0.89,0.36,3904,Standing
84,0.21,-0.9,0.35,3944,Standing
85,0.17,-0.93,0.39,3984,Standing
86,0.07,-0.91,0.43,4024,Standing
87,0.18,-0.93,0.36,4064,Standing
88,0.29,-0.95,0.33,4104,Standing
89,0.26,-0.93,0.29,4145,Standing
90,0.25,-0.91,0.3,4185,Standing
91,0.27,-0.89,0.3,4225,Standing
92,0.26,-0.9,0.29,4267,Standing
93,0.26,-0.91,0.29,4308,Standing
94,0.27,-0.93,0.28,4348,Standing
95,0.26,-0.92,0.29,4388,Standing
96,0.26,-0.91,0.29,4428,Standing
97,0.27,-0.91,0.3,4468,Standing
98,0.28,-0.92,0.33,4510,Standing
99,0.3,-0.94,0.34,4551,Standing
100,0.31,-0.95,0.32,4591,Standing
101,0.3,-0.94,0.29,4632,Standing
102,0.3,-0.94,0.28,4672,Standing
103,0.29,-0.93,0.27,4712,Standing
104,0.29,-0.93,0.27,4752,Standing
105,0.27,-0.92,0.28,4794,Standing
106,0.26,-0.93,0.27,4835,Standing
107,0.27,-0.93,0.29,4875,Standing
108,0.26,-0.93,0.25,4915,Standing
109,0.27,-0.92,0.27,4955,Standing
110,0.28,-0.91,0.26,4995,Standing
111,0.27,-0.91,0.26,5035,Standing
112,0.27,-0.92,0.25,5076,Standing
113,0.27,-0.9,0.26,5116,Standing
114,0.29,-0.91,0.27,5156,Standing
115,0.3,-0.91,0.29,5196,Standing
116,0.29,-0.93,0.29,5236,Standing
117,0.29,-0.94,0.29,5276,Standing
118,0.28,-0.95,0.29,5316,Standing
119,0.27,-0.93,0.28,5356,Standing
120,0.27,-0.91,0.27,5397,Standing
121,0.27,-0.92,0.27,5437,Standing
122,0.28,-0.91,0.27,5477,Standing
123,0.28,-0.92,0.27,5517,Standing
124,0.28,-0.91,0.28,5558,Standing
125,0.29,-0.91,0.29,5598,Standing
126,0.29,-0.93,0.28,5638,Standing
127,0.29,-0.94,0.26,5678,Standing
128,0.3,-0.91,0.29,5720,Standing
129,0.3,-0.91,0.28,5761,Standing
130,0.29,-0.93,0.29,5803,Standing
131,0.28,-0.93,0.29,5844,Standing
132,0.28,-0.94,0.26,5884,Standing
133,0.28,-0.93,0.24,5924,Standing
134,0.27,-0.91,0.24,5964,Standing
135,0.28,-0.93,0.24,6004,Standing
136,0.28,-0.93,0.25,6044,Standing
137,0.27,-0.93,0.27,6084,Standing
138,0.27,-0.94,0.27,6124,Standing
139,0.29,-0.94,0.27,6164,Standing
140,0.28,-0.94,0.26,6204,Standing
141,0.28,-0.92,0.25,6244,Standing
142,0.28,-0.92,0.25,6284,Standing
143,0.28,-0.94,0.26,6326,Standing
144,0.28,-0.95,0.23,6368,Standing
145,0.29,-0.9,0.24,6410,Standing
146,0.27,-0.94,0.27,6452,Standing
147,0.29,-0.94,0.27,6493,Standing
148,0.26,-0.95,0.28,6534,Standing
149,0.29,-0.94,0.26,6574,Standing
150,0.29,-0.91,0.25,6614,Standing
151,0.27,-0.94,0.27,6656,Standing
152,0.28,-0.94,0.25,6697,Standing
153,0.27,-0.93,0.25,6737,Standing
154,0.28,-0.94,0.25,6777,Standing
155,0.29,-0.93,0.25,6817,Standing
156,0.27,-0.93,0.25,6858,Standing
157,0.28,-0.93,0.26,6898,Standing
158,0.27,-0.93,0.27,6938,Standing
159,0.28,-0.92,0.27,6978,Standing
160,0.29,-0.94,0.27,7018,Standing
161,0.28,-0.94,0.26,7058,Standing
162,0.27,-0.92,0.26,7098,Standing
163,0.27,-0.92,0.25,7138,Standing
164,0.27,-0.93,0.25,7179,Standing
165,0.29,-0.93,0.25,7219,Standing
166,0.28,-0.93,0.26,7259,Standing
167,0.27,-0.92,0.27,7299,Standing
168,0.26,-0.93,0.27,7339,Standing
169,0.27,-0.92,0.27,7380,Standing
170,0.28,-0.94,0.26,7420,Standing
171,0.29,-0.94,0.27,7461,Standing
172,0.27,-0.93,0.26,7501,Standing
173,0.28,-0.93,0.27,7546,Standing
174,0.29,-0.93,0.27,7586,Standing
175,0.29,-0.94,0.27,7626,Standing
176,0.28,-0.94,0.26,7666,Standing
177,0.29,-0.92,0.27,7706,Standing
178,0.28,-0.93,0.27,7746,Standing
179,0.28,-0.92,0.26,7786,Standing
180,0.28,-0.94,0.26,7826,Standing
181,0.29,-0.94,0.25,7867,Standing
182,0.3,-0.93,0.25,7907,Standing
183,0.28,-0.93,0.27,7947,Standing
184,0.26,-0.92,0.25,7987,Standing
185,0.27,-0.93,0.25,8027,Standing
186,0.28,-0.92,0.25,8067,Standing
187,0.29,-0.92,0.25,8107,Standing
188,0.29,-0.94,0.26,8148,Standing
189,0.28,-0.93,0.27,8188,Standing
190,0.3,-0.93,0.26,8230,Standing
191,0.29,-0.92,0.27,8272,Standing
192,0.29,-0.92,0.26,8313,Standing
193,0.3,-0.92,0.27,8353,Standing
194,0.29,-0.92,0.27,8394,Standing
195,0.29,-0.92,0.27,8434,Standing
196,0.29,-0.94,0.27,8474,Standing
197,0.28,-0.93,0.27,8514,Standing
198,0.29,-0.93,0.26,8554,Standing
199,0.28,-0.93,0.26,8594,Standing
200,0.28,-0.92,0.25,8636,Standing
201,0.29,-0.93,0.26,8677,Standing
202,0.29,-0.93,0.26,8717,Standing
203,0.3,-0.93,0.26,8757,Standing
204,0.29,-0.93,0.26,8797,Standing
205,0.29,-0.93,0.26,8837,Standing
206,0.28,-0.93,0.27,8877,Standing
207,0.29,-0.93,0.27,8919,Standing
208,0.29,-0.93,0.28,8961,Standing
209,0.28,-0.93,0.25,9003,Standing
210,0.28,-0.93,0.26,9044,Standing
211,0.27,-0.93,0.26,9084,Standing
212,0.28,-0.92,0.25,9124,Standing
213,0.29,-0.94,0.26,9166,Standing
214,0.29,-0.93,0.27,9207,Standing
215,0.29,-0.93,0.27,9247,Standing
216,0.28,-0.92,0.27,9287,Standing
217,0.28,-0.93,0.27,9327,Standing
218,0.28,-0.93,0.27,9369,Standing
219,0.28,-0.93,0.28,9410,Standing
220,0.28,-0.93,0.26,9450,Standing
221,0.27,-0.92,0.26,9490,Standing
222,0.27,-0.93,0.25,9530,Standing
223,0.27,-0.92,0.26,9570,Standing
224,0.28,-0.92,0.26,9610,Standing
225,0.27,-0.93,0.27,9650,Standing
226,0.27,-0.93,0.26,9690,Standing
227,0.27,-0.92,0.27,9732,Standing
228,0.27,-0.94,0.26,9773,Standing
229,0.29,-0.92,0.28,9815,Standing
230,0.29,-0.92,0.27,9857,Standing
231,0.29,-0.93,0.29,9899,Standing
232,0.3,-0.94,0.29,9940,Standing
233,0.29,-0.94,0.27,9980,Standing
234,0.27,-0.94,0.27,10020,Standing
235,0.27,-0.94,0.25,10060,Standing
236,0.27,-0.91,0.24,10101,Standing
237,0.27,-0.91,0.25,10141,Standing
238,0.28,-0.94,0.26,10181,Standing
239,0.29,-0.95,0.27,10222,Standing
240,0.28,-0.95,0.27,10262,Standing
241,0.27,-0.94,0.25,10302,Standing
242,0.27,-0.92,0.24,10342,Standing
243,0.27,-0.91,0.26,10382,Standing
244,0.27,-0.94,0.29,10423,Standing
245,0.27,-0.95,0.27,10463,Standing
246,0.28,-0.95,0.25,10503,Standing
247,0.27,-0.93,0.26,10543,Standing
248,0.27,-0.91,0.25,10584,Standing
249,0.27,-0.93,0.27,10624,Standing
250,0.28,-0.91,0.27,10665,Standing
251,0.29,-0.95,0.28,10706,Standing
252,0.27,-0.95,0.28,10746,Standing
253,0.27,-0.93,0.27,10786,Standing
254,0.25,-0.93,0.25,10827,Standing
255,0.26,-0.94,0.24,10867,Standing
256,0.26,-0.95,0.25,10907,Standing
257,0.26,-0.94,0.26,10947,Standing
258,0.29,-0.93,0.26,10988,Standing
259,0.26,-0.94,0.27,11028,Standing
260,0.26,-0.95,0.26,11068,Standing
261,0.28,-0.94,0.27,11109,Standing
262,0.27,-0.93,0.27,11149,Standing
263,0.26,-0.95,0.27,11190,Standing
264,0.26,-0.94,0.27,11230,Standing
265,0.24,-0.91,0.24,11271,Standing
266,0.25,-0.91,0.25,11311,Standing
267,0.24,-0.91,0.25,11351,Standing
268,0.27,-0.92,0.27,11392,Standing
269,0.25,-0.94,0.27,11433,Standing
270,0.26,-0.94,0.29,11473,Standing
271,0.25,-0.93,0.29,11513,Standing
272,0.25,-0.93,0.3,11554,Standing
273,0.24,-0.94,0.28,11594,Standing
274,0.24,-0.94,0.29,11634,Standing
275,0.23,-0.93,0.28,11675,Standing
276,0.25,-0.93,0.28,11715,Standing
277,0.23,-0.94,0.28,11755,Standing
278,0.25,-0.93,0.27,11795,Standing
279,0.25,-0.94,0.28,11836,Standing
280,0.25,-0.94,0.3,11876,Standing
281,0.25,-0.92,0.3,11916,Standing
282,0.25,-0.93,0.29,11957,Standing
283,0.25,-0.93,0.29,11997,Standing
284,0.26,-0.93,0.29,12037,Standing
285,0.25,-0.94,0.29,12078,Standing
286,0.23,-0.94,0.28,12119,Standing
287,0.23,-0.91,0.27,12161,Standing
288,0.24,-0.91,0.25,12203,Standing
289,0.25,-0.93,0.28,12243,Standing
290,0.25,-0.95,0.29,12283,Standing
291,0.25,-0.95,0.3,12323,Standing
292,0.25,-0.93,0.29,12363,Standing
293,0.25,-0.93,0.29,12404,Standing
294,0.23,-0.91,0.28,12444,Standing
295,0.23,-0.93,0.28,12484,Standing
296,0.24,-0.94,0.27,12525,Standing
297,0.25,-0.94,0.25,12565,Standing
298,0.24,-0.94,0.26,12605,Standing
299,0.24,-0.93,0.27,12646,Standing
300,0.25,-0.94,0.29,12686,Standing
301,0.26,-0.95,0.31,12726,Standing
302,0.26,-0.95,0.31,12767,Standing
303,0.25,-0.93,0.29,12807,Standing
