,x,y,z,t,activity
0,0.59,0.77,0.42,537,Standing
1,0.55,0.8,0.41,578,Standing
2,0.55,0.77,0.4,620,Standing
3,0.56,0.75,0.4,661,Standing
4,0.59,0.83,0.43,702,Standing
5,0.65,0.84,0.44,742,Standing
6,0.52,0.8,0.41,783,Standing
7,0.5,0.7,0.4,823,Standing
8,0.47,0.68,0.41,864,Standing
9,0.49,0.77,0.4,904,Standing
10,0.57,0.79,0.43,945,Standing
11,0.58,0.78,0.43,985,Standing
12,0.54,0.76,0.42,1026,Standing
13,0.53,0.73,0.41,1068,Standing
14,0.54,0.73,0.43,1110,Standing
15,0.59,0.75,0.42,1152,Standing
16,0.59,0.8,0.46,1193,Standing
17,0.59,0.79,0.43,1235,Standing
18,0.57,0.73,0.45,1276,Standing
19,0.6,0.78,0.43,1316,Standing
20,0.59,0.82,0.44,1356,Standing
21,0.63,0.76,0.43,1396,Standing
22,0.62,0.77,0.42,1436,Standing
23,0.59,0.73,0.43,1476,Standing
24,0.63,0.78,0.42,1517,Standing
25,0.62,0.73,0.43,1557,Standing
26,0.61,0.77,0.44,1597,Standing
27,0.57,0.74,0.46,1637,Standing
28,0.54,0.7,0.46,1677,Standing
29,0.55,0.73,0.47,1717,Standing
30,0.57,0.7,0.47,1758,Standing
31,0.59,0.71,0.47,1798,Standing
32,0.61,0.72,0.48,1838,Standing
33,0.59,0.71,0.48,1878,Standing
34,0.61,0.71,0.45,1918,Standing
35,0.59,0.71,0.46,1958,Standing
36,0.57,0.77,0.47,1998,Standing
37,0.57,0.7,0.45,2040,Standing
38,0.57,0.74,0.46,2081,Standing
39,0.64,0.77,0.43,2121,Standing
40,0.62,0.71,0.43,2161,Standing
41,0.59,0.75,0.43,2203,Standing
42,0.61,0.72,0.45,2244,Standing
43,0.59,0.77,0.44,2284,Standing
44,0.58,0.69,0.44,2324,Standing
45,0.59,0.7,0.44,2365,Standing
46,0.59,0.78,0.45,2405,Standing
47,0.59,0.74,0.45,2445,Standing
48,0.61,0.75,0.46,2485,Standing
49,0.59,0.74,0.46,2526,Standing
50,0.63,0.73,0.46,2566,Standing
51,0.58,0.69,0.44,2606,Standing
52,0.62,0.72,0.45,2646,Standing
53,0.59,0.69,0.45,2686,Standing
54,0.58,0.69,0.47,2726,Standing
55,0.58,0.72,0.47,2766,Standing
56,0.58,0.7,0.48,2806,Standing
57,0.59,0.71,0.48,2847,Standing
