,x,y,z,t,activity
0,0.0,0.0,0.0,519,Standing
1,-0.02,0.29,0.97,560,Standing
2,-0.02,0.31,0.95,601,Standing
3,-0.01,0.29,0.96,642,Standing
4,0.0,0.26,0.99,683,Standing
5,-0.01,0.26,0.98,723,Standing
6,-0.01,0.27,0.98,764,Standing
7,-0.02,0.27,0.97,805,Standing
8,-0.04,0.29,0.97,846,Standing
9,-0.06,0.3,0.96,886,Standing
10,-0.05,0.32,0.95,927,Standing
11,-0.04,0.31,0.95,968,Standing
12,-0.05,0.29,0.96,1009,Standing
13,-0.05,0.28,0.97,1050,Standing
14,-0.04,0.28,0.98,1090,Standing
15,-0.05,0.28,0.95,1131,Standing
16,-0.05,0.3,0.98,1172,Standing
17,-0.04,0.28,0.97,1213,Standing
18,-0.05,0.28,0.96,1253,Standing
19,-0.05,0.29,0.99,1294,Standing
20,-0.07,0.27,0.95,1335,Standing
21,-0.07,0.29,0.99,1375,Standing
22,-0.05,0.29,0.97,1416,Standing
23,-0.06,0.29,0.96,1457,Standing
24,-0.05,0.29,0.99,1497,Standing
25,-0.07,0.26,0.95,1538,Standing
26,-0.07,0.28,0.95,1579,Standing
27,-0.06,0.28,1.0,1620,Standing
28,-0.06,0.27,0.97,1661,Standing
29,-0.08,0.29,0.97,1702,Standing
30,-0.05,0.29,0.96,1742,Standing
31,-0.07,0.26,0.96,1783,Standing
32,-0.09,0.27,0.98,1824,Standing
33,-0.09,0.29,0.95,1864,Standing
34,-0.06,0.28,0.97,1905,Standing
35,-0.07,0.25,0.98,1946,Standing
36,-0.08,0.26,0.96,1986,Standing
37,-0.07,0.28,0.97,2027,Standing
38,-0.09,0.27,0.98,2067,Standing
39,-0.09,0.27,0.96,2108,Standing
40,-0.09,0.29,0.96,2150,Standing
41,-0.1,0.27,0.96,2191,Standing
42,-0.11,0.28,0.97,2233,Standing
43,-0.08,0.27,0.98,2274,Standing
44,-0.08,0.28,0.96,2314,Standing
45,-0.08,0.27,0.98,2355,Standing
46,-0.1,0.27,0.98,2397,Standing
47,-0.07,0.29,1.0,2438,Standing
48,-0.1,0.27,0.97,2479,Standing
49,-0.09,0.28,0.98,2519,Standing
50,-0.09,0.29,0.98,2560,Standing
51,-0.1,0.27,0.97,2601,Standing
52,-0.09,0.28,1.0,2642,Standing
53,-0.11,0.27,0.96,2682,Standing
54,-0.09,0.29,0.98,2723,Standing
55,-0.09,0.27,0.98,2763,Standing
56,-0.1,0.27,0.98,2804,Standing
57,-0.09,0.28,0.99,2844,Standing
58,-0.1,0.27,0.97,2885,Standing
59,-0.09,0.27,0.98,2925,Standing
60,-0.09,0.26,0.97,2966,Standing
61,-0.11,0.27,0.97,3008,Standing
62,-0.1,0.28,0.98,3049,Standing
63,-0.11,0.26,0.96,3090,Standing
64,-0.1,0.28,0.97,3131,Standing
65,-0.11,0.27,0.97,3171,Standing
66,-0.11,0.28,0.97,3212,Standing
67,-0.09,0.26,0.98,3253,Standing
68,-0.09,0.27,0.96,3293,Standing
69,-0.09,0.27,0.97,3334,Standing
70,-0.09,0.27,0.98,3375,Standing
71,-0.1,0.27,0.96,3416,Standing
72,-0.08,0.27,0.97,3456,Standing
73,-0.09,0.26,0.97,3496,Standing
74,-0.09,0.27,0.98,3536,Standing
75,-0.08,0.27,0.96,3577,Standing
76,-0.08,0.26,0.98,3618,Standing
77,-0.08,0.26,0.97,3658,Standing
78,-0.1,0.27,0.97,3699,Standing
79,-0.09,0.27,0.96,3739,Standing
80,-0.09,0.27,0.97,3780,Standing
81,-0.1,0.27,0.97,3820,Standing
82,-0.09,0.27,0.96,3861,Standing
83,-0.09,0.28,0.98,3901,Standing
84,-0.09,0.26,0.98,3942,Standing
85,-0.1,0.27,0.96,3983,Standing
86,-0.09,0.28,0.96,4023,Standing
87,-0.09,0.28,0.96,4064,Standing
88,-0.07,0.26,0.96,4104,Standing
89,-0.09,0.26,0.97,4145,Standing
90,-0.09,0.27,0.97,4186,Standing
91,-0.09,0.27,0.97,4226,Standing
92,-0.09,0.27,0.96,4267,Standing
93,-0.1,0.27,0.97,4307,Standing
94,-0.1,0.27,0.97,4349,Standing
95,-0.1,0.27,0.96,4390,Standing
96,-0.09,0.27,0.97,4431,Standing
97,-0.11,0.27,0.96,4473,Standing
98,-0.11,0.29,0.96,4514,Standing
99,-0.1,0.28,0.96,4555,Standing
100,-0.08,0.27,0.98,4595,Standing
101,-0.09,0.27,0.97,4636,Standing
102,-0.1,0.28,0.98,4676,Standing
103,-0.09,0.28,0.97,4717,Standing
104,-0.09,0.28,0.97,4757,Standing
105,-0.1,0.28,0.97,4798,Standing
106,-0.09,0.27,0.97,4839,Standing
107,-0.1,0.25,0.97,4879,Standing
108,-0.1,0.26,0.97,4920,Standing
109,-0.11,0.27,0.96,4961,Standing
110,-0.09,0.27,0.98,5001,Standing
111,-0.09,0.26,0.95,5042,Standing
112,-0.1,0.27,0.99,5084,Standing
113,-0.09,0.26,0.98,5125,Standing
114,-0.12,0.26,0.96,5166,Standing
115,-0.12,0.28,0.99,5208,Standing
116,-0.14,0.25,0.95,5249,Standing
117,-0.11,0.28,0.97,5289,Standing
118,-0.11,0.27,0.97,5329,Standing
119,-0.12,0.25,0.96,5370,Standing
120,-0.09,0.28,1.0,5410,Standing
121,-0.13,0.25,0.94,5451,Standing
122,-0.13,0.3,0.99,5493,Standing
123,-0.12,0.27,0.94,5534,Standing
124,-0.17,0.29,0.96,5574,Standing
125,-0.14,0.29,0.97,5615,Standing
126,-0.12,0.29,0.93,5655,Standing
127,-0.11,0.29,0.99,5696,Standing
128,-0.11,0.27,0.97,5738,Standing
129,-0.12,0.29,0.98,5779,Standing
130,-0.1,0.29,0.97,5820,Standing
131,-0.11,0.27,0.96,5860,Standing
132,-0.12,0.28,1.0,5901,Standing
133,-0.15,0.28,0.96,5942,Standing
134,-0.12,0.3,0.97,5984,Standing
135,-0.1,0.29,0.97,6025,Standing
136,-0.11,0.27,0.98,6066,Standing
137,-0.09,0.28,0.98,6106,Standing
138,-0.11,0.27,0.96,6147,Standing
139,-0.1,0.28,1.0,6188,Standing
140,-0.13,0.26,0.96,6230,Standing
141,-0.14,0.29,0.96,6270,Standing
142,-0.12,0.3,0.96,6311,Standing
143,-0.12,0.27,0.96,6352,Standing
144,-0.11,0.28,0.99,6392,Standing
145,-0.11,0.27,0.98,6433,Standing
146,-0.12,0.28,0.96,6473,Standing
147,-0.11,0.29,0.97,6514,Standing
148,-0.14,0.26,0.96,6556,Standing
149,-0.14,0.27,0.97,6597,Standing
150,-0.12,0.29,0.98,6638,Standing
151,-0.12,0.26,0.96,6678,Standing
152,-0.11,0.28,0.98,6719,Standing
153,-0.11,0.28,0.97,6760,Standing
154,-0.09,0.27,0.96,6800,Standing
155,-0.11,0.28,0.98,6841,Standing
156,-0.13,0.27,0.97,6881,Standing
157,-0.1,0.29,0.96,6922,Standing
158,-0.09,0.27,0.98,6963,Standing
159,-0.1,0.27,0.98,7003,Standing
160,-0.07,0.28,0.98,7044,Standing
161,-0.1,0.28,0.96,7086,Standing
162,-0.08,0.29,1.0,7127,Standing
163,-0.09,0.27,0.96,7169,Standing
164,-0.12,0.3,0.95,7209,Standing
165,-0.09,0.29,0.97,7250,Standing
166,-0.11,0.26,0.95,7290,Standing
167,-0.07,0.29,0.99,7331,Standing
168,-0.08,0.26,0.96,7372,Standing
169,-0.09,0.27,0.97,7412,Standing
170,-0.07,0.29,0.95,7453,Standing
171,-0.09,0.26,0.97,7495,Standing
172,-0.09,0.27,0.99,7536,Standing
173,-0.11,0.27,0.96,7577,Standing
174,-0.14,0.28,0.96,7617,Standing
175,-0.11,0.28,0.98,7658,Standing
176,-0.11,0.26,0.96,7699,Standing
