,x,y,z,t,activity
0,0.38,-0.72,-0.54,537,Standing
1,0.33,-0.75,-0.54,577,Standing
2,0.29,-0.73,-0.54,618,Standing
3,0.32,-0.72,-0.57,658,Standing
4,0.34,-0.71,-0.58,698,Standing
5,0.36,-0.7,-0.59,739,Standing
6,0.35,-0.71,-0.58,779,Standing
7,0.37,-0.72,-0.6,819,Standing
8,0.39,-0.71,-0.59,860,Standing
9,0.38,-0.71,-0.57,900,Standing
10,0.36,-0.73,-0.57,940,Standing
11,0.35,-0.72,-0.57,980,Standing
12,0.35,-0.73,-0.59,1020,Standing
13,0.34,-0.73,-0.59,1060,Standing
14,0.36,-0.73,-0.58,1100,Standing
15,0.37,-0.71,-0.57,1140,Standing
16,0.35,-0.72,-0.57,1180,Standing
17,0.48,-1.45,-0.37,1220,Standing
18,0.4,-0.71,-0.6,1261,Standing
19,0.38,-0.71,-0.6,1301,Standing
20,0.36,-0.72,-0.55,1341,Standing
21,0.35,-0.73,-0.57,1381,Standing
22,0.35,-0.72,-0.59,1422,Standing
23,0.34,-0.73,-0.6,1463,Standing
24,0.36,-0.73,-0.6,1504,Standing
25,0.36,-0.73,-0.61,1544,Standing
26,0.37,-0.7,-0.62,1585,Standing
27,0.38,-0.72,-0.63,1626,Standing
28,0.34,-0.71,-0.55,1667,Standing
29,0.37,-0.72,-0.57,1708,Standing
30,0.34,-0.73,-0.57,1748,Standing
31,0.34,-0.71,-0.55,1789,Standing
32,0.33,-0.73,-0.57,1830,Standing
33,0.37,-0.71,-0.58,1871,Standing
34,0.39,-0.7,-0.57,1912,Standing
35,0.39,-0.71,-0.59,1953,Standing
36,0.37,-0.71,-0.6,1994,Standing
37,0.37,-0.71,-0.61,2035,Standing
38,0.4,-0.7,-0.6,2076,Standing
39,0.34,-0.72,-0.59,2117,Standing
40,0.37,-0.7,-0.61,2158,Standing
41,0.38,-0.68,-0.59,2199,Standing
42,0.37,-0.68,-0.6,2240,Standing
43,0.38,-0.68,-0.61,2280,Standing
44,0.38,-0.69,-0.6,2321,Standing
45,0.39,-0.68,-0.6,2362,Standing
46,0.39,-0.67,-0.6,2403,Standing
47,0.37,-0.68,-0.61,2444,Standing
48,0.37,-0.68,-0.64,2485,Standing
49,0.36,-0.69,-0.64,2526,Standing
50,0.34,-0.69,-0.66,2567,Standing
51,0.36,-0.69,-0.64,2608,Standing
52,0.36,-0.68,-0.64,2649,Standing
53,0.34,-0.68,-0.65,2690,Standing
54,0.34,-0.69,-0.66,2731,Standing
55,0.33,-0.68,-0.66,2771,Standing
56,0.35,-0.67,-0.64,2812,Standing
57,0.33,-0.64,-0.66,2853,Standing
58,0.32,-0.64,-0.68,2894,Standing
59,0.3,-0.64,-0.7,2935,Standing
60,0.31,-0.63,-0.7,2976,Standing
61,0.31,-0.61,-0.66,3069,Standing
62,0.32,-0.63,-0.69,3110,Standing
63,0.29,-0.65,-0.72,3151,Standing
64,0.29,-0.65,-0.73,3192,Standing
65,0.28,-0.64,-0.77,3232,Standing
66,0.29,-0.62,-0.76,3273,Standing
67,0.28,-0.62,-0.77,3314,Standing
68,0.27,-0.64,-0.77,3355,Standing
69,0.28,-0.63,-0.78,3396,Standing
70,0.29,-0.65,-0.78,3437,Standing
71,0.27,-0.63,-0.73,3478,Standing
72,0.27,-0.61,-0.73,3519,Standing
73,0.25,-0.6,-0.71,3560,Standing
74,0.25,-0.58,-0.7,3601,Standing
75,0.27,-0.54,-0.7,3642,Standing
76,0.25,-0.54,-0.76,3683,Standing
77,0.28,-0.51,-0.74,3724,Standing
78,0.23,-0.51,-0.79,3765,Standing
79,0.22,-0.49,-0.8,3806,Standing
80,0.25,-0.49,-0.82,3847,Standing
81,0.24,-0.49,-0.86,3888,Standing
82,0.25,-0.47,-0.89,3929,Standing
83,0.23,-0.46,-0.85,3970,Standing
84,0.23,-0.49,-0.85,4011,Standing
85,0.23,-0.51,-0.82,4051,Standing
86,0.24,-0.5,-0.83,4092,Standing
87,0.23,-0.46,-0.82,4133,Standing
88,0.22,-0.45,-0.84,4173,Standing
89,0.23,-0.45,-0.86,4214,Standing
90,0.21,-0.43,-0.88,4255,Standing
91,0.22,-0.42,-0.87,4296,Standing
92,0.21,-0.43,-0.87,4337,Standing
93,0.24,-0.43,-0.87,4378,Standing
94,0.24,-0.43,-0.85,4419,Standing
95,0.27,-0.45,-0.88,4460,Standing
96,0.28,-0.46,-0.9,4501,Standing
97,0.28,-0.46,-0.89,4542,Standing
98,0.3,-0.43,-0.85,4583,Standing
99,0.31,-0.4,-0.83,4624,Standing
100,0.31,-0.39,-0.84,4665,Standing
101,0.31,-0.39,-0.85,4706,Standing
102,0.3,-0.38,-0.88,4747,Standing
103,0.32,-0.36,-0.86,4788,Standing
104,0.3,-0.36,-0.85,4829,Standing
105,0.3,-0.35,-0.86,4870,Standing
106,0.3,-0.34,-0.86,4911,Standing
107,0.28,-0.34,-0.87,4952,Standing
108,0.29,-0.34,-0.86,4993,Standing
109,0.29,-0.34,-0.88,5033,Standing
110,0.29,-0.35,-0.89,5073,Standing
111,0.28,-0.35,-0.9,5114,Standing
112,0.27,-0.36,-0.89,5155,Standing
113,0.26,-0.35,-0.89,5196,Standing
