,x,y,z,t,activity
0,0.51,0.32,0.79,540,Standing
1,0.48,0.3,0.74,581,Standing
2,0.51,0.32,0.75,622,Standing
3,0.57,0.32,0.72,663,Standing
4,0.65,0.31,0.71,704,Standing
5,0.6,0.3,0.69,745,Standing
6,0.6,0.34,0.68,785,Standing
7,0.53,0.27,0.72,826,Standing
8,0.5,0.25,0.74,867,Standing
9,0.59,0.21,0.77,908,Standing
10,0.56,0.26,0.8,949,Standing
11,0.48,0.25,0.79,990,Standing
12,0.54,0.23,0.85,1031,Standing
13,0.63,0.15,0.92,1072,Standing
14,0.55,0.12,0.93,1113,Standing
15,0.62,0.12,0.9,1154,Standing
16,0.57,0.12,0.95,1195,Standing
17,0.59,0.14,0.86,1236,Standing
18,0.67,0.13,0.85,1277,Standing
19,0.58,0.1,0.85,1318,Standing
20,0.6,0.09,0.78,1359,Standing
21,0.59,0.07,0.79,1400,Standing
22,0.58,0.05,0.79,1441,Standing
23,0.66,0.04,0.8,1482,Standing
24,0.6,-0.01,0.85,1523,Standing
25,0.64,0.02,0.84,1565,Standing
26,0.5,-0.06,0.91,1606,Standing
27,0.43,-0.1,0.92,1647,Standing
28,0.48,-0.14,0.95,1687,Standing
29,0.53,-0.13,0.89,1728,Standing
30,0.46,-0.09,0.9,1768,Standing
31,0.5,-0.11,0.86,1809,Standing
32,0.55,-0.12,0.89,1849,Standing
33,0.52,-0.18,0.91,1891,Standing
34,0.55,-0.16,0.89,1932,Standing
35,0.49,-0.17,0.87,1972,Standing
36,0.52,-0.19,0.84,2013,Standing
37,0.5,-0.23,0.87,2053,Standing
38,0.53,-0.27,0.9,2094,Standing
39,0.63,-0.2,0.92,2134,Standing
40,0.57,-0.16,0.89,2174,Standing
41,0.5,-0.19,0.85,2214,Standing
42,0.57,-0.23,0.81,2255,Standing
43,0.58,-0.26,0.86,2295,Standing
44,0.63,-0.27,0.86,2336,Standing
45,0.58,-0.25,0.85,2376,Standing
46,0.52,-0.24,0.84,2417,Standing
47,0.53,-0.25,0.84,2457,Standing
48,0.49,-0.25,0.85,2498,Standing
49,0.51,-0.25,0.84,2538,Standing
50,0.53,-0.25,0.84,2579,Standing
51,0.55,-0.25,0.84,2619,Standing
52,0.57,-0.23,0.83,2660,Standing
53,0.57,-0.25,0.86,2700,Standing
54,0.57,-0.23,0.83,2741,Standing
55,0.55,-0.25,0.84,2781,Standing
56,0.54,-0.24,0.83,2822,Standing
57,0.53,-0.25,0.84,2862,Standing
58,0.52,-0.27,0.86,2903,Standing
59,0.54,-0.26,0.85,2945,Standing
60,0.52,-0.26,0.86,2985,Standing
61,0.54,-0.24,0.85,3025,Standing
62,0.52,-0.25,0.86,3066,Standing
63,0.51,-0.26,0.86,3106,Standing
64,0.51,-0.26,0.85,3146,Standing
65,0.5,-0.27,0.86,3187,Standing
66,0.5,-0.27,0.86,3227,Standing
67,0.51,-0.27,0.86,3268,Standing
68,0.53,-0.27,0.84,3308,Standing
69,0.52,-0.25,0.84,3349,Standing
70,0.52,-0.26,0.85,3391,Standing
71,0.52,-0.25,0.86,3432,Standing
72,0.49,-0.27,0.87,3472,Standing
73,0.5,-0.27,0.86,3512,Standing
74,0.51,-0.27,0.86,3553,Standing
75,0.5,-0.27,0.86,3593,Standing
76,0.5,-0.27,0.86,3635,Standing
77,0.51,-0.27,0.86,3676,Standing
78,0.51,-0.27,0.85,3716,Standing
79,0.5,-0.27,0.85,3756,Standing
80,0.51,-0.27,0.86,3796,Standing
81,0.52,-0.26,0.86,3836,Standing
82,0.51,-0.27,0.86,3876,Standing
83,0.51,-0.27,0.86,3917,Standing
84,0.52,-0.27,0.84,3957,Standing
85,0.51,-0.27,0.84,3999,Standing
86,0.51,-0.27,0.86,4040,Standing
87,0.5,-0.26,0.86,4080,Standing
88,0.51,-0.26,0.86,4121,Standing
89,0.51,-0.26,0.86,4161,Standing
90,0.52,-0.27,0.86,4202,Standing
91,0.5,-0.27,0.86,4242,Standing
92,0.51,-0.26,0.86,4283,Standing
93,0.5,-0.27,0.86,4323,Standing
94,0.52,-0.27,0.85,4364,Standing
95,0.52,-0.26,0.85,4406,Standing
96,0.51,-0.27,0.86,4447,Standing
97,0.5,-0.26,0.86,4487,Standing
