,x,y,z,t,activity
0,0.8,0.53,-0.42,542,Standing
1,0.74,0.55,-0.41,583,Standing
2,0.7,0.55,-0.39,623,Standing
3,0.74,0.56,-0.43,665,Standing
4,0.74,0.58,-0.36,706,Standing
5,0.77,0.56,-0.39,746,Standing
6,0.77,0.49,-0.41,787,Standing
7,0.75,0.46,-0.36,827,Standing
8,0.74,0.52,-0.4,868,Standing
9,0.75,0.48,-0.33,908,Standing
10,0.75,0.54,-0.39,949,Standing
11,0.79,0.7,-0.37,989,Standing
12,0.77,0.64,-0.39,1030,Standing
13,0.76,0.57,-0.45,1070,Standing
14,0.75,0.55,-0.42,1110,Standing
15,0.81,0.5,-0.39,1152,Standing
16,0.67,0.53,-0.32,1193,Standing
17,0.7,0.56,-0.3,1233,Standing
18,0.77,0.48,-0.32,1273,Standing
19,0.8,0.52,-0.39,1315,Standing
20,0.83,0.53,-0.36,1357,Standing
21,0.84,0.53,-0.34,1399,Standing
22,0.84,0.55,-0.36,1440,Standing
23,0.79,0.5,-0.37,1480,Standing
24,0.76,0.51,-0.38,1581,Standing
25,0.8,0.53,-0.32,1623,Standing
26,0.79,0.53,-0.32,1664,Standing
27,0.78,0.54,-0.39,1704,Standing
28,0.81,0.5,-0.39,1745,Standing
29,0.77,0.45,-0.36,1786,Standing
30,0.79,0.39,-0.36,1826,Standing
31,0.85,0.56,-0.32,1867,Standing
32,0.72,0.5,-0.27,1908,Standing
33,0.79,0.53,-0.25,1949,Standing
34,0.82,0.52,-0.25,1990,Standing
35,0.8,0.53,-0.25,2030,Standing
36,0.82,0.53,-0.23,2071,Standing
37,0.74,0.52,-0.18,2112,Standing
38,0.81,0.52,-0.2,2153,Standing
39,0.75,0.49,-0.05,2193,Standing
40,0.95,0.5,-0.12,2234,Standing
41,0.91,0.47,-0.07,2275,Standing
42,0.84,0.48,-0.05,2316,Standing
43,0.84,0.52,-0.16,2356,Standing
44,0.9,0.48,-0.07,2397,Standing
45,0.77,0.48,-0.05,2438,Standing
46,0.87,0.44,-0.04,2480,Standing
47,0.97,0.48,-0.05,2520,Standing
48,0.98,0.45,0.01,2561,Standing
49,0.92,0.44,-0.02,2604,Standing
50,0.87,0.46,-0.01,2646,Standing
51,0.93,0.41,-0.05,2686,Standing
52,0.95,0.33,-0.05,2727,Standing
53,0.97,0.36,-0.0,2768,Standing
54,1.04,0.35,-0.01,2808,Standing
55,1.03,0.34,0.03,2849,Standing
