,x,y,z,t,activity
0,0.19,-1.08,0.2,540,Standing
1,0.12,-0.97,0.23,580,Standing
2,0.13,-1.02,0.34,621,Standing
3,0.27,-0.74,0.12,662,Standing
4,0.35,-0.52,0.25,702,Standing
5,0.1,-1.1,0.29,743,Standing
6,0.39,-1.1,0.68,784,Standing
7,0.27,-1.52,0.37,824,Standing
8,-0.23,-1.19,0.5,865,Standing
9,0.07,-1.25,0.58,905,Standing
10,0.5,-1.17,0.28,945,Standing
11,0.12,-0.86,0.11,986,Standing
12,0.36,-0.67,0.38,1026,Standing
13,-0.05,-1.61,0.01,1067,Standing
14,0.12,-1.37,0.73,1107,Standing
15,0.11,-3.2,0.94,1149,Standing
16,0.19,-0.93,0.62,1190,Standing
17,-0.21,-0.53,0.51,1230,Standing
18,-0.11,-0.74,0.35,1271,Standing
19,0.15,-1.51,0.55,1311,Standing
20,-0.1,-1.21,0.37,1351,Standing
21,0.12,-0.95,0.59,1391,Standing
22,0.13,-0.96,0.51,1433,Standing
23,0.12,-0.9,0.56,1474,Standing
24,0.14,-0.91,0.52,1514,Standing
25,0.12,-0.98,0.5,1554,Standing
26,0.01,-0.92,0.49,1594,Standing
27,0.07,-0.96,0.48,1636,Standing
28,0.16,-0.91,0.51,1677,Standing
29,0.11,-0.91,0.57,1717,Standing
30,0.13,-0.96,0.54,1757,Standing
31,0.13,-0.96,0.52,1797,Standing
32,0.12,-0.95,0.55,1838,Standing
33,0.12,-0.96,0.54,1878,Standing
34,0.13,-0.97,0.52,1920,Standing
35,0.13,-0.96,0.54,1961,Standing
36,0.13,-0.97,0.52,2001,Standing
37,0.11,-0.9,0.55,2042,Standing
38,0.12,-0.96,0.52,2082,Standing
39,0.12,-0.93,0.54,2122,Standing
40,0.13,-0.97,0.54,2162,Standing
41,0.12,-0.93,0.55,2203,Standing
42,0.13,-0.97,0.55,2243,Standing
43,0.12,-0.91,0.52,2283,Standing
44,0.11,-0.92,0.53,2323,Standing
45,-0.26,-0.91,0.97,2363,Standing
46,0.26,-1.29,0.3,2405,Standing
47,0.12,-0.9,0.65,2446,Standing
48,-0.06,-1.01,0.46,2486,Standing
49,0.67,-0.06,1.1,2526,Standing
50,0.02,-0.7,0.84,2566,Standing
51,-0.11,-0.43,0.79,2606,Standing
52,-0.02,-0.29,0.88,2646,Standing
53,-0.15,-0.4,0.88,2688,Standing
54,0.09,-0.36,1.06,2729,Standing
55,0.07,-0.17,0.9,2769,Standing
56,0.11,-0.18,0.97,2809,Standing
57,0.24,-0.17,1.19,2849,Standing
58,0.03,-0.01,1.03,2891,Standing
59,0.27,0.39,0.98,2932,Standing
60,-0.08,0.42,1.55,2972,Standing
61,0.01,0.36,0.92,3014,Standing
62,0.09,0.34,0.81,3055,Standing
63,0.13,0.38,0.87,3095,Standing
64,0.07,0.68,1.14,3136,Standing
65,0.03,0.63,1.0,3176,Standing
66,-0.2,0.33,0.77,3218,Standing
67,-0.01,0.11,1.11,3260,Standing
68,-0.07,0.13,0.93,3300,Standing
69,0.03,0.26,0.84,3341,Standing
70,0.22,0.15,1.45,3381,Standing
71,0.11,-0.06,0.86,3421,Standing
