,x,y,z,t,activity
0,0.01,-0.02,1.02,539,Standing
1,0.01,0.02,1.01,580,Standing
2,0.01,-0.02,1.0,620,Standing
3,0.0,0.0,1.0,660,Standing
4,0.01,0.0,1.0,700,Standing
5,0.0,-0.01,1.01,740,Standing
6,0.0,0.01,1.0,780,Standing
7,0.01,-0.01,1.01,820,Standing
8,0.02,0.0,1.01,860,Standing
9,0.0,0.01,1.01,900,Standing
10,0.0,-0.02,1.0,940,Standing
11,0.01,0.02,1.01,982,Standing
12,0.01,-0.02,1.01,1024,Standing
13,0.0,0.02,1.01,1064,Standing
14,0.01,-0.01,1.0,1104,Standing
15,0.01,0.01,1.0,1145,Standing
16,0.01,-0.0,1.0,1185,Standing
17,0.01,-0.01,1.01,1226,Standing
18,0.02,0.01,1.01,1267,Standing
19,0.0,-0.01,1.01,1307,Standing
20,0.0,0.01,1.0,1348,Standing
21,0.02,-0.01,1.01,1388,Standing
22,0.0,0.01,1.01,1429,Standing
23,0.0,-0.01,1.0,1470,Standing
24,0.01,0.0,1.0,1511,Standing
25,0.02,-0.0,1.0,1552,Standing
26,0.0,0.0,1.01,1592,Standing
27,0.0,0.01,1.01,1633,Standing
28,0.02,-0.01,1.01,1673,Standing
29,0.0,0.01,1.01,1714,Standing
30,0.0,0.0,1.0,1755,Standing
31,0.01,0.0,1.01,1795,Standing
32,0.01,0.0,1.01,1836,Standing
33,0.0,0.0,1.0,1878,Standing
34,0.02,-0.0,1.01,1918,Standing
35,0.0,0.0,1.0,1959,Standing
36,0.0,0.0,1.01,1999,Standing
37,0.01,-0.0,1.01,2039,Standing
38,0.01,0.0,1.01,2080,Standing
39,0.0,0.0,1.01,2121,Standing
40,0.01,0.0,1.0,2161,Standing
41,0.02,0.0,1.01,2202,Standing
42,0.01,0.0,1.01,2242,Standing
43,0.01,0.0,1.0,2283,Standing
44,0.01,0.01,1.01,2323,Standing
45,0.01,0.0,1.0,2363,Standing
46,0.0,0.0,1.01,2404,Standing
47,0.01,-0.0,1.0,2444,Standing
48,0.02,0.0,1.0,2485,Standing
49,0.01,0.0,1.0,2525,Standing
50,0.0,0.0,1.0,2565,Standing
51,0.01,0.0,1.01,2606,Standing
52,0.01,0.0,1.0,2646,Standing
53,0.0,0.0,1.01,2686,Standing
54,0.01,0.0,1.01,2726,Standing
55,0.01,0.0,1.01,2767,Standing
56,0.0,0.0,1.01,2807,Standing
57,-0.0,0.0,1.0,2848,Standing
58,0.02,-0.0,1.0,2889,Standing
59,0.0,0.0,1.01,2929,Standing
60,-0.0,-0.0,1.01,2970,Standing
61,0.01,0.0,1.01,3011,Standing
62,0.01,0.0,1.01,3051,Standing
63,0.0,0.01,1.01,3092,Standing
64,0.01,0.0,1.0,3132,Standing
65,0.01,-0.01,1.02,3173,Standing
66,0.0,0.0,1.0,3214,Standing
67,0.01,-0.01,1.01,3254,Standing
68,0.01,0.0,1.01,3295,Standing
69,0.01,0.0,1.01,3336,Standing
70,0.01,0.0,1.0,3376,Standing
71,0.02,0.0,1.01,3416,Standing
72,0.01,0.0,1.0,3457,Standing
73,0.0,-0.0,1.02,3499,Standing
74,0.01,0.0,1.0,3539,Standing
75,0.01,0.0,1.0,3579,Standing
76,0.0,0.0,1.0,3620,Standing
77,0.01,-0.0,0.99,3660,Standing
78,0.01,0.0,1.01,3701,Standing
79,0.01,0.0,1.0,3742,Standing
80,0.0,-0.0,1.0,3782,Standing
81,0.01,0.0,1.01,3823,Standing
82,0.01,0.0,1.0,3864,Standing
83,0.0,0.01,1.01,3904,Standing
84,0.01,0.0,1.0,3945,Standing
85,0.01,0.0,1.0,3986,Standing
86,0.0,0.0,1.01,4026,Standing
87,0.01,-0.0,1.01,4067,Standing
88,0.01,0.0,1.01,4107,Standing
89,0.01,0.0,1.0,4148,Standing
90,0.0,0.0,1.01,4189,Standing
91,0.0,0.0,1.0,4229,Standing
92,0.0,-0.01,1.0,4270,Standing
93,0.01,0.01,0.93,4310,Standing
94,0.01,-0.01,1.07,4350,Standing
95,0.01,0.0,1.02,4390,Standing
96,0.01,0.0,0.98,4431,Standing
97,0.0,-0.01,1.05,4471,Standing
98,0.0,0.01,0.98,4512,Standing
99,0.01,-0.01,1.02,4553,Standing
100,0.0,0.01,1.02,4594,Standing
101,0.0,0.0,0.99,4634,Standing
102,0.01,-0.0,1.01,4675,Standing
103,0.01,0.01,1.01,4716,Standing
104,0.01,-0.01,1.0,4756,Standing
