,x,y,z,t,activity
0,0.77,-0.7,0.35,543,Standing
1,0.7,-0.63,0.36,583,Standing
2,0.77,-0.66,0.36,624,Standing
3,0.75,-0.68,0.35,664,Standing
4,0.73,-0.7,0.36,705,Standing
5,0.9,-0.7,0.41,745,Standing
6,0.84,-0.7,0.36,785,Standing
7,0.8,-0.72,0.32,826,Standing
8,0.88,-0.69,0.33,866,Standing
9,0.73,-0.72,0.3,907,Standing
10,0.72,-0.67,0.36,947,Standing
11,0.68,-0.89,0.23,987,Standing
12,0.64,-0.66,0.4,1028,Standing
13,0.63,-0.71,0.42,1069,Standing
14,0.57,-0.58,0.44,1111,Standing
15,0.75,-0.65,0.4,1152,Standing
16,0.79,-0.75,0.4,1192,Standing
17,0.8,-0.71,0.39,1233,Standing
18,0.75,-0.69,0.34,1274,Standing
19,0.75,-0.67,0.3,1314,Standing
20,0.71,-0.64,0.3,1355,Standing
21,0.73,-0.75,0.25,1396,Standing
22,0.74,-0.74,0.25,1437,Standing
23,0.71,-0.71,0.27,1477,Standing
24,0.69,-0.73,0.3,1518,Standing
25,0.7,-0.67,0.31,1559,Standing
26,0.71,-0.7,0.3,1600,Standing
27,0.82,-0.75,0.3,1642,Standing
28,0.88,-0.81,0.26,1683,Standing
29,0.74,-0.72,0.28,1724,Standing
30,0.67,-0.72,0.3,1765,Standing
31,0.67,-0.7,0.27,1806,Standing
32,0.71,-0.72,0.29,1847,Standing
33,0.76,-0.8,0.29,1888,Standing
34,0.68,-0.75,0.29,1929,Standing
35,0.66,-0.79,0.29,1970,Standing
36,0.64,-0.68,0.3,2011,Standing
37,0.67,-0.73,0.29,2052,Standing
38,0.72,-0.79,0.32,2093,Standing
39,0.65,-0.77,0.31,2134,Standing
40,0.66,-0.72,0.32,2174,Standing
41,0.66,-0.73,0.32,2216,Standing
42,0.7,-0.75,0.32,2257,Standing
43,0.65,-0.71,0.3,2297,Standing
44,0.7,-0.75,0.29,2338,Standing
45,0.73,-0.73,0.29,2379,Standing
46,0.8,-0.79,0.28,2420,Standing
47,0.76,-0.75,0.29,2461,Standing
48,0.77,-0.77,0.29,2502,Standing
49,0.7,-0.73,0.29,2543,Standing
50,0.68,-0.72,0.29,2583,Standing
51,0.66,-0.71,0.29,2624,Standing
52,0.63,-0.74,0.31,2665,Standing
53,0.66,-0.75,0.32,2706,Standing
54,0.68,-0.76,0.3,2747,Standing
55,0.71,-0.81,0.3,2788,Standing
56,0.67,-0.73,0.3,2829,Standing
57,0.66,-0.77,0.3,2870,Standing
58,0.66,-0.81,0.34,2911,Standing
59,0.59,-0.72,0.31,2951,Standing
60,0.67,-0.72,0.27,2992,Standing
61,0.73,-0.82,0.32,3033,Standing
62,0.72,-0.83,0.32,3074,Standing
63,0.7,-0.79,0.32,3115,Standing
64,0.73,-0.8,0.31,3155,Standing
65,0.71,-0.78,0.34,3196,Standing
66,0.72,-0.76,0.32,3237,Standing
67,0.73,-0.77,0.33,3278,Standing
68,0.78,-0.78,0.3,3319,Standing
69,0.7,-0.73,0.31,3359,Standing
70,0.79,-0.75,0.3,3401,Standing
71,0.83,-0.67,0.31,3442,Standing
72,0.77,-0.65,0.29,3483,Standing
73,0.78,-0.61,0.31,3524,Standing
74,0.7,-0.58,0.34,3565,Standing
75,0.74,-0.6,0.33,3605,Standing
76,0.72,-0.57,0.34,3646,Standing
77,0.73,-0.64,0.32,3687,Standing
78,0.84,-0.68,0.32,3728,Standing
79,0.79,-0.59,0.37,3769,Standing
80,0.76,-0.55,0.31,3810,Standing
