,x,y,z,t,activity
0,0.55,-0.82,-0.11,537,Standing
1,0.54,-0.82,-0.07,577,Standing
2,0.76,-0.88,-0.16,618,Standing
3,0.52,-0.98,-0.05,658,Standing
4,0.68,-0.8,-0.11,698,Standing
5,0.69,-0.83,-0.18,738,Standing
6,0.61,-0.8,-0.2,779,Standing
7,0.59,-0.82,-0.17,819,Standing
8,0.63,-0.79,-0.21,860,Standing
9,0.6,-0.77,-0.22,901,Standing
10,0.51,-0.78,-0.21,941,Standing
11,0.5,-0.81,-0.25,983,Standing
12,0.5,-0.86,-0.2,1024,Standing
13,0.46,-0.85,-0.16,1067,Standing
14,0.42,-0.84,-0.21,1108,Standing
15,0.41,-0.87,-0.23,1149,Standing
16,0.45,-0.86,-0.22,1190,Standing
17,0.43,-0.87,-0.25,1231,Standing
18,0.43,-0.89,-0.21,1271,Standing
19,0.45,-0.89,-0.2,1312,Standing
20,0.44,-0.88,-0.2,1353,Standing
21,0.45,-0.9,-0.18,1394,Standing
22,0.43,-0.88,-0.21,1434,Standing
23,0.45,-0.86,-0.23,1475,Standing
24,0.41,-0.87,-0.23,1516,Standing
25,0.41,-0.95,-0.23,1557,Standing
26,0.39,-0.88,-0.2,1597,Standing
27,0.43,-0.8,-0.23,1638,Standing
28,0.42,-0.87,-0.21,1678,Standing
29,0.4,-0.98,-0.19,1719,Standing
30,0.4,-0.91,-0.23,1760,Standing
31,0.34,-0.88,-0.19,1801,Standing
32,0.41,-0.88,-0.18,1842,Standing
33,0.46,-0.87,-0.15,1883,Standing
34,0.46,-0.91,-0.16,1924,Standing
35,0.44,-0.94,-0.21,1965,Standing
36,0.45,-0.88,-0.22,2006,Standing
37,0.4,-0.87,-0.22,2046,Standing
38,0.43,-0.86,-0.27,2087,Standing
39,0.44,-0.86,-0.27,2128,Standing
40,0.42,-0.86,-0.27,2169,Standing
41,0.42,-0.87,-0.25,2210,Standing
42,0.4,-0.87,-0.27,2251,Standing
43,0.38,-0.85,-0.27,2292,Standing
44,0.4,-0.86,-0.27,2333,Standing
45,0.41,-0.88,-0.27,2374,Standing
46,0.41,-0.88,-0.28,2414,Standing
47,0.41,-0.87,-0.28,2455,Standing
48,0.4,-0.88,-0.29,2496,Standing
49,0.4,-0.87,-0.3,2537,Standing
50,0.4,-0.88,-0.3,2578,Standing
51,0.39,-0.87,-0.3,2619,Standing
52,0.39,-0.88,-0.3,2660,Standing
53,0.34,-0.88,-0.28,2701,Standing
54,0.29,-0.84,-0.22,2741,Standing
55,0.36,-0.87,-0.29,2782,Standing
56,0.36,-0.88,-0.31,2823,Standing
57,0.37,-0.88,-0.34,2864,Standing
