,x,y,z,t,activity
0,1.02,-0.15,-0.49,556,Standing
1,1.05,-0.17,-0.46,598,Standing
2,0.88,-0.1,-0.55,641,Standing
3,0.88,-0.07,-0.44,683,Standing
4,0.94,-0.07,-0.57,724,Standing
5,0.77,0.01,-0.38,766,Standing
6,0.96,-0.05,-0.31,808,Standing
7,1.03,-0.09,-0.25,850,Standing
8,0.99,0.01,-0.26,892,Standing
9,0.96,0.02,-0.18,934,Standing
10,0.92,-0.09,-0.16,976,Standing
11,0.97,0.05,-0.16,1018,Standing
12,1.04,0.07,-0.11,1058,Standing
13,0.93,0.11,-0.17,1100,Standing
14,0.95,0.11,-0.02,1142,Standing
15,0.95,0.15,-0.15,1182,Standing
16,0.89,0.19,0.03,1224,Standing
17,0.92,0.15,-0.15,1266,Standing
18,0.93,0.12,-0.19,1308,Standing
19,0.96,0.12,-0.09,1350,Standing
20,0.89,0.12,0.0,1390,Standing
21,0.85,0.15,0.08,1432,Standing
22,0.71,0.08,0.14,1472,Standing
23,0.48,-0.05,0.19,1513,Standing
24,0.58,-0.22,0.16,1554,Standing
25,0.77,-0.32,-0.12,1595,Standing
26,0.98,-0.47,-0.19,1636,Standing
27,0.73,-0.47,-0.04,1678,Standing
28,0.82,-0.6,-0.11,1719,Standing
29,0.84,-0.82,-0.36,1760,Standing
30,0.62,-0.82,-0.28,1802,Standing
31,0.6,-0.99,-0.25,1843,Standing
32,0.68,-1.27,-0.27,1885,Standing
33,0.57,-1.18,-0.11,1926,Standing
34,0.62,-1.12,-0.29,1968,Standing
35,0.63,-0.98,-0.37,2009,Standing
36,0.5,-0.91,-0.21,2051,Standing
37,0.57,-0.93,-0.25,2092,Standing
38,0.59,-0.98,-0.32,2134,Standing
39,0.41,-1.07,-0.25,2174,Standing
40,0.39,-1.03,-0.12,2216,Standing
41,0.32,-1.02,-0.05,2257,Standing
42,0.32,-0.96,0.02,2299,Standing
43,0.29,-0.97,0.11,2340,Standing
44,0.23,-1.02,0.04,2381,Standing
45,0.21,-1.04,0.1,2422,Standing
46,0.16,-1.04,-0.01,2463,Standing
47,0.23,-1.05,0.02,2504,Standing
48,0.22,-0.93,-0.02,2546,Standing
49,0.23,-0.89,-0.01,2587,Standing
50,0.24,-0.81,-0.04,2628,Standing
51,0.19,-1.0,-0.07,2670,Standing
52,0.21,-1.1,-0.05,2711,Standing
53,0.25,-1.07,0.08,2753,Standing
54,0.34,-1.01,0.07,2794,Standing
55,0.36,-0.96,0.02,2835,Standing
56,0.3,-0.93,-0.06,2876,Standing
57,0.25,-0.98,0.01,2918,Standing
58,0.2,-1.01,0.0,2959,Standing
59,0.23,-0.92,-0.02,3000,Standing
60,0.22,-0.95,0.02,3041,Standing
61,0.23,-1.05,-0.08,3082,Standing
62,0.28,-1.04,-0.06,3124,Standing
63,0.24,-0.96,-0.03,3165,Standing
64,0.28,-0.98,-0.08,3206,Standing
65,0.3,-0.93,0.16,3248,Standing
66,0.29,-0.96,0.07,3289,Standing
67,0.25,-0.94,0.04,3330,Standing
68,0.25,-1.0,0.06,3371,Standing
69,0.25,-1.08,0.04,3411,Standing
70,0.25,-1.09,0.02,3452,Standing
71,0.21,-0.91,0.0,3493,Standing
72,0.25,-0.85,-0.01,3535,Standing
73,0.27,-0.97,-0.02,3576,Standing
74,0.25,-1.06,-0.07,3617,Standing
75,0.29,-1.04,0.05,3659,Standing
76,0.3,-0.92,-0.01,3700,Standing
77,0.27,-0.91,0.02,3741,Standing
78,0.27,-0.91,-0.01,3782,Standing
79,0.24,-0.98,-0.11,3824,Standing
80,0.24,-1.02,-0.12,3865,Standing
81,0.3,-0.98,-0.06,3907,Standing
82,0.3,-1.02,-0.11,3948,Standing
83,0.29,-0.99,0.0,3990,Standing
84,0.29,-1.0,-0.16,4031,Standing
85,0.27,-0.97,-0.05,4072,Standing
86,0.26,-1.04,-0.02,4114,Standing
87,0.26,-1.13,0.0,4155,Standing
88,0.27,-1.02,-0.06,4196,Standing
89,0.23,-0.89,-0.04,4238,Standing
90,0.28,-0.93,-0.07,4279,Standing
91,0.32,-0.95,-0.09,4320,Standing
92,0.32,-0.97,-0.08,4362,Standing
93,0.3,-1.02,-0.05,4403,Standing
94,0.32,-0.99,-0.07,4445,Standing
95,0.29,-0.95,-0.01,4486,Standing
96,0.27,-0.95,-0.03,4528,Standing
97,0.27,-0.94,-0.02,4569,Standing
98,0.25,-0.93,-0.02,4611,Standing
99,0.26,-0.98,-0.06,4652,Standing
100,0.26,-0.95,-0.01,4700,Standing
101,0.28,-0.98,-0.01,4741,Standing
102,0.3,-0.99,-0.07,4783,Standing
103,0.3,-0.95,-0.09,4824,Standing
104,0.29,-0.96,-0.09,4866,Standing
105,0.32,-0.99,0.01,4907,Standing
106,0.32,-0.98,-0.05,4947,Standing
107,0.3,-0.98,-0.04,4989,Standing
108,0.3,-0.97,0.01,5030,Standing
109,0.3,-0.95,-0.04,5071,Standing
110,0.27,-0.95,-0.02,5113,Standing
111,0.27,-0.92,-0.04,5154,Standing
112,0.29,-0.98,-0.02,5196,Standing
113,0.29,-1.07,-0.01,5237,Standing
114,0.29,-1.02,-0.15,5278,Standing
115,0.3,-0.92,-0.08,5320,Standing
116,0.29,-0.89,-0.01,5361,Standing
117,0.25,-0.96,-0.03,5403,Standing
118,0.27,-1.0,-0.04,5444,Standing
119,0.26,-1.02,-0.01,5486,Standing
120,0.3,-0.98,-0.04,5527,Standing
121,0.29,-0.95,-0.09,5568,Standing
122,0.31,-0.93,-0.09,5610,Standing
123,0.3,-0.96,0.0,5651,Standing
124,0.27,-1.01,0.0,5692,Standing
125,0.3,-0.98,0.02,5734,Standing
126,0.31,-0.98,-0.04,5775,Standing
127,0.28,-0.93,-0.02,5816,Standing
128,0.28,-0.93,0.0,5858,Standing
129,0.3,-0.96,0.02,5899,Standing
130,0.29,-0.98,0.03,5940,Standing
131,0.3,-0.91,0.05,5981,Standing
132,0.3,-0.96,0.0,6022,Standing
133,0.29,-1.02,-0.02,6063,Standing
134,0.3,-0.95,-0.02,6104,Standing
135,0.28,-0.95,-0.04,6146,Standing
136,0.3,-0.91,-0.07,6187,Standing
137,0.27,-0.92,-0.06,6228,Standing
138,0.27,-1.12,-0.04,6269,Standing
139,0.27,-1.18,0.0,6311,Standing
140,0.29,-0.95,-0.01,6352,Standing
141,0.29,-0.8,0.02,6393,Standing
142,0.25,-0.85,-0.02,6434,Standing
143,0.27,-1.02,0.04,6476,Standing
144,0.23,-1.1,0.06,6517,Standing
145,0.3,-1.02,0.05,6558,Standing
146,0.32,-0.94,0.01,6599,Standing
147,0.28,-0.93,-0.01,6640,Standing
148,0.3,-0.96,0.0,6682,Standing
149,0.29,-1.03,-0.02,6723,Standing
150,0.29,-1.01,0.02,6764,Standing
151,0.28,-0.98,-0.04,6805,Standing
152,0.29,-0.96,0.02,6847,Standing
153,0.26,-0.95,0.09,6888,Standing
154,0.32,-0.98,0.06,6929,Standing
155,0.31,-0.99,-0.03,6970,Standing
156,0.28,-0.98,-0.01,7011,Standing
157,0.3,-0.95,-0.1,7053,Standing
158,0.29,-0.92,-0.04,7094,Standing
159,0.26,-0.93,0.01,7136,Standing
160,0.26,-0.94,-0.02,7177,Standing
161,0.29,-0.96,0.0,7218,Standing
162,0.28,-0.99,-0.01,7259,Standing
163,0.32,-1.0,0.09,7301,Standing
164,0.32,-0.96,-0.05,7342,Standing
165,0.34,-0.98,-0.04,7383,Standing
166,0.3,-0.95,-0.09,7425,Standing
167,0.32,-0.96,-0.05,7467,Standing
168,0.3,-0.96,-0.04,7507,Standing
169,0.28,-0.95,-0.08,7548,Standing
170,0.29,-0.98,-0.01,7590,Standing
171,0.29,-0.96,0.02,7631,Standing
172,0.29,-0.98,0.02,7672,Standing
173,0.29,-0.96,-0.01,7713,Standing
174,0.27,-0.98,0.0,7755,Standing
175,0.3,-0.98,-0.02,7796,Standing
176,0.32,-0.98,-0.11,7837,Standing
177,0.32,-0.97,-0.08,7879,Standing
178,0.32,-0.95,0.0,7920,Standing
179,0.32,-0.97,-0.06,7961,Standing
180,0.27,-0.96,-0.01,8003,Standing
181,0.27,-0.98,-0.01,8044,Standing
182,0.28,-0.96,-0.05,8086,Standing
183,0.31,-0.99,0.07,8127,Standing
184,0.28,-0.96,-0.02,8168,Standing
185,0.29,-0.96,-0.07,8209,Standing
186,0.3,-0.98,-0.02,8251,Standing
187,0.27,-1.02,0.09,8292,Standing
188,0.27,-0.98,0.03,8333,Standing
189,0.27,-0.97,-0.01,8374,Standing
190,0.27,-0.96,0.0,8416,Standing
191,0.28,-0.95,0.01,8457,Standing
192,0.27,-0.96,-0.01,8498,Standing
193,0.29,-0.95,0.05,8540,Standing
194,0.29,-0.99,-0.01,8581,Standing
195,0.27,-0.98,0.02,8622,Standing
196,0.29,-1.01,-0.1,8663,Standing
197,0.27,-1.01,0.06,8705,Standing
198,0.26,-0.97,0.02,8745,Standing
199,0.28,-0.96,-0.02,8786,Standing
200,0.26,-0.96,0.01,8827,Standing
201,0.26,-0.99,-0.03,8868,Standing
202,0.25,-0.98,-0.01,8910,Standing
203,0.26,-0.99,0.04,8951,Standing
204,0.29,-0.98,0.03,8992,Standing
205,0.29,-0.96,-0.04,9033,Standing
206,0.26,-0.98,-0.01,9075,Standing
207,0.23,-0.96,-0.03,9116,Standing
208,0.22,-0.98,-0.02,9158,Standing
209,0.23,-0.96,-0.01,9199,Standing
210,0.24,-0.99,0.04,9241,Standing
211,0.23,-0.99,0.0,9282,Standing
212,0.26,-0.96,0.0,9323,Standing
213,0.25,-0.98,0.02,9364,Standing
214,0.23,-0.97,0.0,9405,Standing
215,0.25,-0.99,0.03,9446,Standing
216,0.25,-0.99,0.02,9487,Standing
217,0.25,-0.97,0.05,9528,Standing
218,0.26,-0.98,-0.02,9569,Standing
219,0.23,-0.97,-0.03,9611,Standing
220,0.25,-0.98,-0.05,9652,Standing
221,0.25,-0.95,-0.05,9694,Standing
222,0.26,-0.98,0.01,9735,Standing
223,0.25,-0.98,-0.05,9776,Standing
224,0.25,-1.0,-0.02,9817,Standing
225,0.23,-0.98,-0.05,9859,Standing
226,0.25,-0.97,0.02,9900,Standing
227,0.26,-0.98,0.03,9942,Standing
228,0.25,-0.96,-0.02,9982,Standing
229,0.24,-0.98,-0.02,10023,Standing
230,0.26,-1.02,-0.07,10065,Standing
231,0.25,-0.98,-0.04,10107,Standing
232,0.25,-0.98,0.0,10149,Standing
233,0.27,-0.98,0.04,10190,Standing
234,0.26,-0.94,-0.01,10232,Standing
235,0.25,-0.98,0.03,10274,Standing
236,0.25,-0.96,0.0,10315,Standing
237,0.25,-0.99,0.0,10357,Standing
238,0.23,-0.98,-0.01,10398,Standing
239,0.23,-0.98,0.03,10440,Standing
240,0.26,-0.96,0.02,10481,Standing
241,0.26,-0.98,-0.13,10523,Standing
242,0.27,-0.98,-0.03,10565,Standing
243,0.27,-0.99,-0.08,10607,Standing
244,0.24,-0.98,0.01,10648,Standing
