,x,y,z,t,activity
0,0.52,-0.68,-0.55,540,Standing
1,0.57,-0.68,-0.52,581,Standing
2,0.56,-0.67,-0.54,622,Standing
3,0.55,-0.68,-0.54,662,Standing
4,0.55,-0.66,-0.54,703,Standing
5,0.54,-0.67,-0.55,743,Standing
6,0.54,-0.67,-0.54,784,Standing
7,0.54,-0.67,-0.54,824,Standing
8,0.54,-0.68,-0.54,865,Standing
9,0.52,-0.66,-0.53,905,Standing
10,0.52,-0.68,-0.53,946,Standing
11,0.53,-0.66,-0.52,986,Standing
12,0.56,-0.68,-0.5,1027,Standing
13,0.57,-0.7,-0.52,1068,Standing
14,0.52,-0.7,-0.5,1108,Standing
15,0.5,-0.7,-0.48,1149,Standing
16,0.54,-0.68,-0.45,1190,Standing
17,0.45,-0.74,-0.4,1231,Standing
18,0.46,-0.73,-0.43,1272,Standing
19,0.49,-0.76,-0.44,1312,Standing
20,0.5,-0.8,-0.39,1353,Standing
21,0.48,-0.8,-0.37,1394,Standing
22,0.46,-0.79,-0.35,1435,Standing
23,0.48,-0.81,-0.37,1476,Standing
24,0.47,-0.82,-0.38,1517,Standing
25,0.47,-0.87,-0.36,1558,Standing
26,0.45,-0.87,-0.34,1599,Standing
27,0.45,-0.86,-0.34,1640,Standing
28,0.45,-0.87,-0.34,1681,Standing
29,0.43,-0.88,-0.32,1722,Standing
30,0.42,-0.88,-0.32,1763,Standing
31,0.4,-0.88,-0.31,1804,Standing
32,0.41,-0.89,-0.29,1845,Standing
33,0.39,-0.9,-0.28,1887,Standing
34,0.39,-0.9,-0.28,1928,Standing
35,0.37,-0.91,-0.26,1969,Standing
36,0.39,-0.92,-0.28,2010,Standing
37,0.38,-0.93,-0.28,2051,Standing
38,0.38,-0.93,-0.29,2092,Standing
39,0.37,-0.91,-0.27,2132,Standing
40,0.37,-0.93,-0.26,2173,Standing
41,0.35,-0.93,-0.27,2214,Standing
42,0.34,-0.9,-0.24,2255,Standing
43,0.36,-0.92,-0.25,2296,Standing
44,0.35,-0.93,-0.23,2337,Standing
45,0.32,-0.93,-0.21,2378,Standing
46,0.33,-0.96,-0.21,2418,Standing
47,0.32,-0.95,-0.19,2459,Standing
48,0.31,-0.91,-0.16,2500,Standing
49,0.32,-0.88,-0.17,2541,Standing
50,0.32,-0.85,-0.16,2582,Standing
51,0.31,-0.85,-0.15,2623,Standing
52,0.32,-0.88,-0.15,2664,Standing
53,0.3,-0.9,-0.14,2705,Standing
54,0.34,-0.93,-0.15,2746,Standing
55,0.32,-0.96,-0.14,2787,Standing
56,0.3,-0.97,-0.14,2828,Standing
57,0.32,-0.96,-0.16,2869,Standing
58,0.32,-0.96,-0.14,2910,Standing
59,0.32,-0.95,-0.13,2951,Standing
60,0.32,-0.95,-0.12,2992,Standing
61,0.3,-0.96,-0.12,3033,Standing
62,0.3,-0.95,-0.12,3074,Standing
63,0.3,-0.95,-0.13,3115,Standing
64,0.29,-0.95,-0.12,3155,Standing
65,0.29,-0.94,-0.12,3196,Standing
66,0.29,-0.95,-0.12,3237,Standing
67,0.29,-0.95,-0.13,3278,Standing
68,0.29,-0.96,-0.13,3319,Standing
69,0.29,-0.96,-0.14,3360,Standing
70,0.29,-0.95,-0.15,3401,Standing
71,0.28,-0.95,-0.14,3442,Standing
72,0.29,-0.93,-0.15,3483,Standing
73,0.29,-0.93,-0.15,3524,Standing
74,0.27,-0.94,-0.15,3565,Standing
75,0.29,-0.95,-0.16,3606,Standing
76,0.31,-0.93,-0.17,3647,Standing
77,0.3,-0.96,-0.16,3688,Standing
78,0.3,-0.96,-0.15,3729,Standing
79,0.26,-0.97,-0.15,3770,Standing
80,0.29,-0.93,-0.16,3811,Standing
81,0.3,-0.93,-0.18,3852,Standing
82,0.29,-0.95,-0.17,3893,Standing
83,0.32,-0.91,-0.19,3934,Standing
84,0.34,-0.92,-0.18,3975,Standing
85,0.31,-0.93,-0.16,4016,Standing
86,0.32,-0.96,-0.18,4057,Standing
87,0.28,-0.95,-0.16,4098,Standing
88,0.26,-0.97,-0.17,4139,Standing
89,0.28,-0.94,-0.17,4179,Standing
90,0.26,-0.93,-0.18,4220,Standing
91,0.3,-0.89,-0.19,4261,Standing
92,0.3,-0.92,-0.18,4302,Standing
93,0.27,-0.95,-0.19,4343,Standing
94,0.25,-0.98,-0.18,4384,Standing
95,0.25,-0.98,-0.19,4425,Standing
96,0.25,-0.98,-0.18,4466,Standing
97,0.25,-0.98,-0.19,4507,Standing
98,0.23,-0.96,-0.17,4548,Standing
99,0.24,-0.94,-0.16,4589,Standing
100,0.25,-0.93,-0.16,4630,Standing
101,0.24,-0.93,-0.17,4671,Standing
102,0.25,-0.92,-0.17,4712,Standing
103,0.25,-0.92,-0.18,4753,Standing
104,0.27,-0.95,-0.19,4794,Standing
105,0.27,-0.95,-0.19,4835,Standing
106,0.26,-0.94,-0.18,4876,Standing
107,0.27,-0.95,-0.19,4917,Standing
108,0.27,-0.95,-0.18,4958,Standing
109,0.27,-0.95,-0.19,4999,Standing
110,0.27,-0.94,-0.2,5040,Standing
111,0.26,-0.95,-0.21,5081,Standing
112,0.27,-0.95,-0.21,5122,Standing
113,0.26,-0.93,-0.2,5163,Standing
114,0.26,-0.93,-0.21,5203,Standing
115,0.27,-0.94,-0.21,5244,Standing
116,0.27,-0.96,-0.2,5285,Standing
117,0.26,-0.96,-0.18,5326,Standing
118,0.26,-0.96,-0.18,5367,Standing
119,0.27,-0.97,-0.19,5408,Standing
120,0.26,-0.97,-0.19,5449,Standing
121,0.27,-0.96,-0.2,5490,Standing
122,0.28,-0.96,-0.19,5531,Standing
123,0.27,-0.95,-0.18,5572,Standing
124,0.27,-0.97,-0.19,5613,Standing
125,0.26,-0.96,-0.18,5654,Standing
126,0.25,-0.95,-0.18,5695,Standing
127,0.25,-0.94,-0.18,5736,Standing
128,0.26,-0.93,-0.2,5777,Standing
129,0.27,-0.93,-0.21,5818,Standing
130,0.27,-0.93,-0.2,5859,Standing
131,0.28,-0.93,-0.21,5900,Standing
132,0.29,-0.93,-0.21,5941,Standing
133,0.29,-0.93,-0.21,5982,Standing
134,0.29,-0.93,-0.2,6023,Standing
135,0.3,-0.93,-0.21,6064,Standing
