,x,y,z,t,activity
0,0.27,-0.97,-0.03,537,Standing
1,0.27,-0.95,-0.02,579,Standing
2,0.27,-0.93,-0.02,620,Standing
3,0.29,-0.96,-0.02,660,Standing
4,0.27,-0.95,-0.02,700,Standing
5,0.29,-0.96,-0.02,741,Standing
6,0.29,-0.96,-0.02,781,Standing
7,0.28,-0.96,-0.02,821,Standing
8,0.27,-0.96,-0.03,862,Standing
9,0.27,-0.95,-0.02,902,Standing
10,0.27,-0.95,-0.02,942,Standing
11,0.28,-0.96,-0.01,983,Standing
12,0.27,-0.96,-0.01,1025,Standing
13,0.27,-0.96,-0.01,1067,Standing
14,0.28,-0.95,-0.01,1110,Standing
15,0.27,-0.96,-0.02,1152,Standing
16,0.27,-0.96,-0.03,1193,Standing
17,0.27,-0.95,-0.02,1233,Standing
18,0.27,-0.95,-0.02,1273,Standing
19,0.27,-0.96,-0.02,1313,Standing
20,0.27,-0.96,-0.02,1353,Standing
21,0.27,-0.96,-0.02,1394,Standing
22,0.28,-0.96,-0.01,1434,Standing
23,0.28,-0.96,-0.01,1474,Standing
24,0.28,-0.96,-0.01,1515,Standing
25,0.28,-0.96,-0.02,1555,Standing
26,0.29,-0.96,-0.01,1595,Standing
27,0.28,-0.96,-0.02,1635,Standing
28,0.27,-0.96,-0.02,1675,Standing
29,0.28,-0.96,-0.02,1715,Standing
30,0.27,-0.96,-0.02,1755,Standing
31,0.28,-0.96,-0.02,1795,Standing
32,0.27,-0.97,-0.02,1835,Standing
33,0.27,-0.96,-0.01,1876,Standing
34,0.27,-0.96,-0.01,1916,Standing
35,0.27,-0.96,-0.01,1956,Standing
36,0.27,-0.96,-0.01,1996,Standing
37,0.27,-0.96,-0.01,2036,Standing
38,0.27,-0.96,-0.01,2076,Standing
39,0.27,-0.95,-0.01,2116,Standing
40,0.27,-0.96,-0.01,2157,Standing
41,0.27,-0.95,-0.02,2197,Standing
42,0.27,-0.96,-0.02,2237,Standing
43,0.27,-0.96,-0.02,2277,Standing
44,0.27,-0.96,-0.03,2318,Standing
45,0.27,-0.96,-0.01,2358,Standing
46,0.27,-0.96,-0.01,2398,Standing
47,0.28,-0.96,0.0,2438,Standing
48,0.27,-0.96,0.0,2479,Standing
49,0.28,-0.95,0.0,2519,Standing
50,0.28,-0.95,-0.0,2561,Standing
51,0.27,-0.96,-0.01,2603,Standing
52,0.28,-0.96,-0.0,2644,Standing
53,0.28,-0.95,-0.01,2684,Standing
54,0.27,-0.96,-0.0,2724,Standing
55,0.27,-0.96,-0.01,2765,Standing
56,0.28,-0.96,-0.0,2805,Standing
57,0.27,-0.97,-0.0,2845,Standing
58,0.27,-0.96,0.0,2885,Standing
59,0.27,-0.96,-0.01,2926,Standing
60,0.27,-0.96,-0.02,2967,Standing
61,0.28,-0.95,-0.01,3007,Standing
62,0.28,-0.96,-0.01,3047,Standing
63,0.28,-0.96,-0.01,3087,Standing
64,0.29,-0.95,-0.01,3127,Standing
65,0.28,-0.96,-0.01,3167,Standing
66,0.27,-0.96,-0.01,3208,Standing
67,0.27,-0.96,-0.01,3248,Standing
68,0.27,-0.96,-0.01,3288,Standing
69,0.27,-0.96,-0.0,3328,Standing
70,0.28,-0.96,-0.01,3369,Standing
71,0.27,-0.95,-0.02,3409,Standing
72,0.27,-0.96,-0.02,3449,Standing
73,0.27,-0.96,-0.02,3489,Standing
74,0.27,-0.96,-0.02,3529,Standing
75,0.26,-0.96,-0.01,3569,Standing
76,0.27,-0.96,-0.02,3609,Standing
77,0.28,-0.95,-0.02,3650,Standing
78,0.26,-0.96,-0.01,3690,Standing
79,0.28,-0.97,-0.0,3730,Standing
80,0.28,-0.96,0.0,3770,Standing
81,0.27,-0.99,-0.02,3810,Standing
82,0.28,-0.96,-0.02,3850,Standing
83,0.26,-0.95,-0.02,3890,Standing
84,0.26,-0.94,-0.02,3930,Standing
85,0.27,-0.94,-0.02,3970,Standing
86,0.27,-0.96,-0.03,4012,Standing
87,0.26,-0.95,-0.01,4054,Standing
88,0.25,-0.96,0.01,4094,Standing
89,0.26,-0.98,0.02,4134,Standing
90,0.27,-0.97,0.01,4174,Standing
91,0.26,-0.96,0.0,4215,Standing
92,0.26,-0.95,-0.01,4255,Standing
93,0.27,-0.96,-0.01,4295,Standing
94,0.28,-0.96,-0.02,4335,Standing
95,0.26,-1.01,-0.04,4375,Standing
96,0.29,-0.91,0.02,4415,Standing
97,0.27,-0.94,0.02,4455,Standing
98,0.29,-0.98,-0.0,4495,Standing
99,0.3,-0.96,-0.01,4535,Standing
100,0.28,-0.98,-0.01,4575,Standing
101,0.29,-0.95,-0.01,4615,Standing
102,0.24,-1.0,-0.05,4655,Standing
103,0.25,-0.94,-0.01,4695,Standing
104,0.25,-0.95,-0.0,4737,Standing
105,0.26,-0.95,-0.0,4777,Standing
106,0.26,-0.96,-0.02,4817,Standing
107,0.27,-0.97,-0.01,4857,Standing
108,0.29,-0.98,-0.0,4897,Standing
109,0.28,-0.97,-0.01,4937,Standing
110,0.27,-0.96,-0.0,4977,Standing
111,0.26,-0.94,0.0,5017,Standing
112,0.25,-0.94,-0.0,5058,Standing
113,0.26,-0.94,-0.0,5099,Standing
114,0.27,-0.95,-0.01,5139,Standing
115,0.28,-0.95,-0.01,5179,Standing
116,0.29,-0.93,-0.0,5219,Standing
117,0.29,-0.95,0.0,5259,Standing
118,0.3,-0.96,-0.01,5300,Standing
119,0.3,-0.98,-0.01,5341,Standing
120,0.3,-0.95,-0.01,5381,Standing
121,0.29,-0.96,0.0,5421,Standing
122,0.31,-0.96,0.01,5463,Standing
123,0.3,-0.95,0.01,5504,Standing
124,0.3,-0.95,0.01,5545,Standing
125,0.31,-0.97,0.0,5585,Standing
126,0.3,-0.96,0.0,5627,Standing
127,0.3,-0.96,0.0,5668,Standing
128,0.3,-0.95,0.01,5708,Standing
129,0.29,-0.93,-0.01,5748,Standing
130,0.29,-0.96,0.0,5788,Standing
131,0.29,-0.96,-0.01,5828,Standing
132,0.28,-0.94,-0.02,5868,Standing
133,0.29,-0.95,-0.0,5908,Standing
134,0.28,-0.95,-0.0,5948,Standing
135,0.28,-0.95,-0.0,5988,Standing
136,0.29,-0.96,-0.01,6028,Standing
137,0.3,-0.96,0.0,6068,Standing
138,0.29,-0.95,-0.0,6108,Standing
139,0.29,-0.96,-0.01,6148,Standing
140,0.29,-0.96,-0.01,6188,Standing
141,0.29,-0.96,-0.01,6228,Standing
