,x,y,z,t,activity
0,0.13,-0.86,0.94,547,Standing
1,0.01,-0.45,0.82,588,Standing
2,0.5,-0.47,0.8,628,Standing
3,0.56,-0.32,0.78,668,Standing
4,0.4,-0.29,0.77,708,Standing
5,0.45,-0.27,0.83,749,Standing
6,0.43,-0.21,0.81,789,Standing
7,0.43,-0.24,0.84,829,Standing
8,0.46,-0.21,0.86,869,Standing
9,0.5,-0.18,0.86,910,Standing
10,0.56,-0.15,0.86,950,Standing
11,0.58,-0.11,0.87,990,Standing
12,0.56,-0.09,0.87,1031,Standing
13,0.58,-0.05,0.87,1071,Standing
14,0.57,-0.02,0.84,1112,Standing
15,0.59,0.0,0.81,1153,Standing
16,0.58,0.0,0.83,1195,Standing
17,0.57,0.01,0.81,1236,Standing
18,0.55,0.03,0.8,1277,Standing
19,0.55,0.06,0.83,1317,Standing
20,0.55,0.05,0.85,1357,Standing
21,0.56,0.08,0.84,1398,Standing
22,0.6,0.07,0.85,1438,Standing
23,0.57,0.07,0.84,1478,Standing
24,0.54,0.09,0.82,1519,Standing
25,0.55,0.11,0.82,1559,Standing
26,0.58,0.1,0.83,1599,Standing
27,0.58,0.09,0.84,1640,Standing
28,0.57,0.09,0.85,1680,Standing
29,0.57,0.08,0.85,1721,Standing
30,0.56,0.08,0.86,1761,Standing
31,0.55,0.08,0.86,1802,Standing
32,0.52,0.07,0.89,1842,Standing
33,0.52,0.07,0.91,1883,Standing
34,0.55,0.05,0.9,1923,Standing
35,0.52,0.03,0.91,1963,Standing
36,0.59,0.0,0.9,2003,Standing
37,0.53,-0.03,0.91,2043,Standing
38,0.54,-0.05,0.89,2084,Standing
39,0.46,-0.08,0.91,2125,Standing
40,0.45,-0.07,0.89,2166,Standing
41,0.43,-0.11,0.87,2207,Standing
42,0.43,-0.04,0.9,2247,Standing
43,0.37,-0.04,0.92,2288,Standing
44,0.39,-0.02,0.9,2329,Standing
45,0.43,-0.06,0.89,2370,Standing
46,0.45,-0.05,0.88,2410,Standing
47,0.41,-0.04,0.91,2451,Standing
48,0.5,-0.05,0.91,2492,Standing
49,0.42,-0.07,0.91,2533,Standing
50,0.4,-0.09,0.98,2573,Standing
51,0.46,-0.12,0.96,2614,Standing
52,0.37,-0.1,0.95,2655,Standing
53,0.4,-0.09,0.96,2696,Standing
54,0.44,-0.1,0.9,2736,Standing
55,0.4,-0.11,0.92,2777,Standing
56,0.41,-0.1,0.94,2818,Standing
57,0.36,-0.13,0.96,2859,Standing
58,0.36,-0.16,0.98,2899,Standing
59,0.34,-0.16,0.97,2939,Standing
60,0.37,-0.16,0.92,2980,Standing
61,0.35,-0.17,0.95,3021,Standing
62,0.37,-0.2,0.94,3062,Standing
63,0.35,-0.22,0.95,3103,Standing
64,0.33,-0.24,0.96,3143,Standing
65,0.38,-0.25,0.94,3184,Standing
66,0.32,-0.25,0.92,3225,Standing
67,0.34,-0.26,0.91,3266,Standing
68,0.35,-0.27,0.92,3307,Standing
69,0.32,-0.28,0.95,3348,Standing
70,0.34,-0.29,0.93,3389,Standing
71,0.32,-0.3,0.92,3430,Standing
72,0.34,-0.3,0.91,3471,Standing
73,0.34,-0.3,0.91,3512,Standing
74,0.32,-0.3,0.91,3552,Standing
75,0.33,-0.32,0.91,3593,Standing
76,0.32,-0.32,0.92,3634,Standing
77,0.32,-0.32,0.92,3675,Standing
78,0.31,-0.32,0.92,3715,Standing
79,0.32,-0.33,0.92,3756,Standing
80,0.33,-0.33,0.92,3796,Standing
81,0.33,-0.32,0.91,3837,Standing
82,0.32,-0.32,0.91,3877,Standing
83,0.32,-0.33,0.91,3918,Standing
84,0.32,-0.34,0.91,3959,Standing
85,0.33,-0.34,0.92,4000,Standing
86,0.33,-0.34,0.92,4040,Standing
87,0.32,-0.34,0.92,4081,Standing
88,0.32,-0.34,0.92,4122,Standing
89,0.32,-0.33,0.91,4163,Standing
90,0.33,-0.33,0.91,4204,Standing
91,0.32,-0.33,0.92,4244,Standing
92,0.32,-0.34,0.91,4285,Standing
93,0.33,-0.32,0.92,4326,Standing
94,0.33,-0.34,0.91,4366,Standing
95,0.32,-0.34,0.91,4407,Standing
96,0.32,-0.34,0.92,4448,Standing
97,0.32,-0.33,0.91,4489,Standing
98,0.3,-0.34,0.89,4530,Standing
99,0.28,-0.37,0.86,4570,Standing
100,0.27,-0.42,0.79,4611,Standing
101,0.28,-0.39,0.77,4652,Standing
102,0.28,-0.39,0.82,4692,Standing
103,0.31,-0.36,0.77,4732,Standing
104,0.4,-0.32,0.75,4773,Standing
105,0.47,-0.28,0.74,4814,Standing
106,0.68,-0.25,0.66,4855,Standing
107,1.21,-0.16,0.72,4896,Standing
108,0.94,-0.2,0.61,4936,Standing
109,0.44,-0.23,0.71,4977,Standing
110,0.68,-0.29,0.72,5018,Standing
111,1.05,-0.37,0.6,5059,Standing
112,0.95,-0.33,0.54,5100,Standing
113,0.87,-0.34,0.48,5140,Standing
114,0.87,-0.44,0.5,5181,Standing
115,0.84,-0.52,0.45,5222,Standing
116,0.74,-0.55,0.5,5263,Standing
117,0.71,-0.47,0.45,5303,Standing
118,0.74,-0.59,0.54,5344,Standing
119,0.73,-0.5,0.35,5385,Standing
120,0.71,-0.54,0.48,5426,Standing
121,0.63,-0.53,0.45,5467,Standing
122,0.55,-0.52,0.35,5507,Standing
123,0.6,-0.51,0.25,5548,Standing
124,0.63,-0.58,0.26,5588,Standing
125,0.64,-0.7,0.23,5629,Standing
126,0.59,-0.77,0.25,5670,Standing
127,0.59,-0.98,0.36,5710,Standing
128,0.5,-0.92,0.25,5751,Standing
129,0.53,-0.98,0.26,5792,Standing
130,0.53,-1.0,0.29,5833,Standing
131,0.43,-0.96,0.24,5874,Standing
132,0.32,-1.0,0.23,5914,Standing
133,0.3,-0.99,0.21,5955,Standing
134,0.27,-1.0,0.21,5996,Standing
135,0.25,-1.0,0.2,6037,Standing
136,0.23,-1.01,0.18,6078,Standing
137,0.23,-0.98,0.18,6119,Standing
138,0.23,-0.97,0.18,6159,Standing
139,0.23,-0.96,0.17,6200,Standing
140,0.22,-0.96,0.16,6241,Standing
141,0.21,-0.95,0.16,6281,Standing
142,0.21,-0.96,0.16,6322,Standing
143,0.21,-0.96,0.15,6363,Standing
144,0.2,-0.97,0.15,6404,Standing
145,0.2,-0.96,0.14,6445,Standing
146,0.2,-0.96,0.15,6486,Standing
147,0.2,-0.96,0.16,6528,Standing
148,0.2,-0.96,0.14,6568,Standing
149,0.19,-0.96,0.14,6609,Standing
150,0.2,-0.96,0.15,6650,Standing
151,0.2,-0.96,0.15,6691,Standing
152,0.2,-0.96,0.14,6731,Standing
153,0.2,-0.96,0.16,6772,Standing
154,0.2,-0.96,0.16,6813,Standing
155,0.2,-0.97,0.16,6854,Standing
156,0.18,-0.97,0.16,6895,Standing
