,x,y,z,t,activity
0,0.37,0.03,-0.58,539,Standing
1,0.84,0.24,-0.6,579,Standing
2,0.78,0.23,-0.59,620,Standing
3,0.78,0.25,-0.59,661,Standing
4,0.8,0.26,-0.55,702,Standing
5,0.82,0.27,-0.55,743,Standing
6,0.86,0.28,-0.48,784,Standing
7,0.84,0.3,-0.45,825,Standing
8,0.89,0.31,-0.43,866,Standing
9,0.89,0.31,-0.37,907,Standing
10,0.86,0.33,-0.38,948,Standing
11,0.85,0.28,-0.33,989,Standing
12,0.93,0.3,-0.32,1030,Standing
13,0.95,0.29,-0.29,1071,Standing
14,0.93,0.3,-0.32,1111,Standing
15,0.88,0.28,-0.3,1152,Standing
16,0.9,0.3,-0.31,1193,Standing
17,0.93,0.3,-0.33,1234,Standing
18,0.93,0.29,-0.3,1276,Standing
19,0.88,0.29,-0.32,1317,Standing
20,0.94,0.28,-0.34,1358,Standing
21,0.94,0.28,-0.32,1398,Standing
22,0.9,0.29,-0.33,1439,Standing
23,0.93,0.28,-0.35,1480,Standing
24,0.93,0.27,-0.3,1520,Standing
25,0.9,0.28,-0.31,1561,Standing
26,0.92,0.27,-0.3,1601,Standing
27,0.9,0.27,-0.29,1642,Standing
28,0.89,0.31,-0.31,1682,Standing
29,0.91,0.3,-0.32,1724,Standing
30,0.9,0.28,-0.3,1765,Standing
31,0.88,0.3,-0.32,1805,Standing
32,0.91,0.29,-0.36,1846,Standing
33,0.93,0.25,-0.32,1886,Standing
34,0.9,0.26,-0.33,1927,Standing
35,0.91,0.25,-0.33,1967,Standing
36,0.93,0.24,-0.32,2008,Standing
37,0.89,0.25,-0.33,2048,Standing
38,0.96,0.24,-0.36,2089,Standing
39,0.96,0.2,-0.31,2130,Standing
40,0.91,0.23,-0.32,2170,Standing
41,0.93,0.24,-0.35,2212,Standing
42,0.93,0.21,-0.34,2253,Standing
43,0.93,0.22,-0.36,2293,Standing
44,0.96,0.21,-0.4,2335,Standing
45,0.95,0.2,-0.37,2376,Standing
46,0.93,0.2,-0.37,2417,Standing
47,0.96,0.18,-0.37,2457,Standing
48,0.95,0.16,-0.36,2497,Standing
49,0.93,0.17,-0.34,2538,Standing
50,0.93,0.17,-0.36,2578,Standing
51,0.95,0.17,-0.32,2619,Standing
52,0.94,0.16,-0.36,2659,Standing
53,0.94,0.16,-0.36,2700,Standing
54,0.96,0.14,-0.3,2740,Standing
55,0.93,0.16,-0.33,2781,Standing
56,0.91,0.17,-0.36,2821,Standing
57,0.92,0.19,-0.33,2862,Standing
58,0.88,0.21,-0.32,2902,Standing
59,0.89,0.24,-0.36,2942,Standing
60,0.95,0.23,-0.34,2982,Standing
61,0.95,0.21,-0.35,3023,Standing
62,0.95,0.21,-0.32,3063,Standing
63,0.96,0.23,-0.36,3105,Standing
64,0.97,0.21,-0.35,3146,Standing
65,0.95,0.21,-0.38,3186,Standing
66,0.96,0.2,-0.4,3227,Standing
67,0.92,0.19,-0.4,3267,Standing
68,0.9,0.18,-0.43,3308,Standing
69,0.91,0.2,-0.42,3348,Standing
70,0.95,0.2,-0.42,3389,Standing
71,0.97,0.24,-0.46,3429,Standing
72,0.95,0.24,-0.48,3470,Standing
73,0.93,0.3,-0.42,3510,Standing
74,0.86,0.31,-0.4,3551,Standing
75,0.93,0.3,-0.46,3591,Standing
76,0.95,0.34,-0.47,3632,Standing
77,0.92,0.33,-0.48,3672,Standing
78,0.9,0.37,-0.48,3713,Standing
79,0.89,0.34,-0.48,3755,Standing
80,0.85,0.33,-0.4,3795,Standing
81,0.81,0.3,-0.38,3835,Standing
82,0.8,0.29,-0.36,3876,Standing
83,0.79,0.25,-0.31,3916,Standing
84,0.81,0.24,-0.25,3957,Standing
85,0.82,0.27,-0.29,3997,Standing
86,0.83,0.27,-0.24,4038,Standing
87,0.87,0.26,-0.25,4078,Standing
88,0.88,0.27,-0.27,4119,Standing
89,0.85,0.26,-0.29,4159,Standing
90,0.87,0.24,-0.29,4200,Standing
91,0.87,0.24,-0.29,4240,Standing
92,0.84,0.25,-0.27,4281,Standing
93,0.84,0.26,-0.27,4321,Standing
94,0.86,0.27,-0.3,4362,Standing
