,x,y,z,t,activity
0,0.0,0.0,0.0,519,Standing
1,0.91,-0.27,0.37,559,Standing
2,0.93,-0.34,0.39,599,Standing
3,0.83,-0.34,0.41,641,Standing
4,0.8,-0.35,0.45,683,Standing
5,0.7,-0.37,0.41,724,Standing
6,0.67,-0.42,0.33,765,Standing
7,0.69,-0.47,0.29,805,Standing
8,0.71,-0.54,0.29,845,Standing
9,0.73,-0.53,0.24,885,Standing
10,0.82,-0.65,0.24,925,Standing
11,0.76,-0.63,0.21,965,Standing
12,0.86,-0.76,0.2,1006,Standing
13,0.75,-0.71,0.16,1046,Standing
14,0.76,-0.79,0.12,1087,Standing
15,0.74,-0.8,0.12,1127,Standing
16,0.64,-0.8,0.11,1168,Standing
17,0.59,-0.78,0.09,1208,Standing
18,0.66,-0.92,0.07,1249,Standing
19,0.55,-0.9,0.05,1289,Standing
20,0.52,-0.95,0.07,1330,Standing
21,0.59,-1.03,0.09,1370,Standing
22,0.51,-1.04,0.08,1411,Standing
23,0.45,-1.04,0.11,1451,Standing
24,0.42,-1.01,0.11,1491,Standing
25,0.37,-1.02,0.11,1531,Standing
26,0.31,-0.99,0.11,1572,Standing
27,0.28,-0.97,0.09,1613,Standing
28,0.28,-1.02,0.07,1653,Standing
29,0.24,-1.02,0.04,1694,Standing
30,0.25,-1.0,0.05,1734,Standing
31,0.26,-0.98,0.07,1775,Standing
32,0.25,-0.98,0.07,1815,Standing
33,0.26,-0.97,0.07,1856,Standing
34,0.25,-0.98,0.08,1896,Standing
35,0.23,-0.99,0.09,1937,Standing
36,0.23,-1.01,0.07,1977,Standing
37,0.25,-1.0,0.07,2018,Standing
38,0.26,-1.01,0.07,2059,Standing
39,0.24,-1.0,0.07,2099,Standing
40,0.21,-0.99,0.07,2140,Standing
41,0.21,-0.98,0.08,2180,Standing
42,0.23,-0.98,0.08,2221,Standing
43,0.25,-0.99,0.07,2264,Standing
44,0.25,-1.0,0.07,2304,Standing
45,0.26,-1.01,0.08,2344,Standing
46,0.26,-0.99,0.08,2384,Standing
47,0.26,-0.98,0.09,2425,Standing
48,0.26,-0.98,0.11,2465,Standing
49,0.26,-0.99,0.1,2506,Standing
50,0.24,-0.99,0.09,2546,Standing
51,0.23,-0.98,0.07,2587,Standing
52,0.23,-0.98,0.07,2628,Standing
53,0.24,-0.98,0.09,2668,Standing
54,0.26,-1.0,0.09,2709,Standing
55,0.25,-1.0,0.09,2749,Standing
56,0.26,-1.0,0.09,2790,Standing
57,0.26,-1.0,0.08,2830,Standing
58,0.24,-1.0,0.05,2871,Standing
59,0.24,-1.04,0.05,2911,Standing
60,0.25,-1.07,0.06,2952,Standing
61,0.23,-1.05,0.08,2993,Standing
62,0.14,-0.93,0.09,3033,Standing
63,0.12,-0.94,0.09,3074,Standing
64,0.18,-1.0,0.07,3116,Standing
65,0.23,-1.02,0.04,3156,Standing
66,0.27,-0.99,0.02,3196,Standing
67,0.29,-0.98,0.04,3237,Standing
68,0.28,-0.99,0.07,3278,Standing
69,0.24,-0.98,0.09,3318,Standing
70,0.25,-1.01,0.09,3359,Standing
71,0.26,-1.02,0.08,3399,Standing
72,0.26,-1.02,0.06,3440,Standing
73,0.25,-1.02,0.07,3480,Standing
74,0.24,-1.0,0.07,3521,Standing
75,0.26,-0.98,0.07,3562,Standing
76,0.27,-0.99,0.05,3602,Standing
77,0.28,-0.99,0.04,3643,Standing
78,0.28,-0.98,0.04,3683,Standing
79,0.28,-0.99,0.06,3724,Standing
80,0.27,-0.98,0.06,3764,Standing
81,0.26,-0.98,0.07,3805,Standing
82,0.28,-0.98,0.06,3845,Standing
83,0.28,-0.99,0.05,3886,Standing
84,0.27,-0.99,0.05,3926,Standing
85,0.28,-0.99,0.05,3966,Standing
86,0.28,-1.0,0.05,4006,Standing
87,0.28,-0.99,0.05,4047,Standing
88,0.27,-0.99,0.05,4087,Standing
89,0.28,-0.99,0.05,4128,Standing
90,0.28,-1.0,0.06,4168,Standing
91,0.28,-0.99,0.06,4209,Standing
92,0.27,-0.99,0.06,4250,Standing
93,0.29,-0.99,0.06,4290,Standing
94,0.28,-0.99,0.05,4331,Standing
95,0.28,-0.99,0.06,4371,Standing
96,0.29,-0.99,0.06,4412,Standing
97,0.27,-1.0,0.06,4452,Standing
98,0.27,-0.99,0.06,4493,Standing
99,0.27,-0.99,0.05,4533,Standing
