,x,y,z,t,activity
0,1.06,0.32,0.78,536,Standing
1,0.96,0.4,0.4,577,Standing
2,0.92,0.3,0.29,618,Standing
3,0.97,0.29,0.26,659,Standing
4,1.02,0.34,0.2,699,Standing
5,1.07,0.37,0.17,739,Standing
6,0.91,0.32,0.18,779,Standing
7,0.89,0.49,0.25,819,Standing
8,0.92,0.3,0.26,860,Standing
9,1.03,0.32,0.24,900,Standing
10,0.89,0.38,0.15,941,Standing
11,1.14,0.21,0.03,982,Standing
12,1.05,0.09,0.42,1024,Standing
13,0.95,0.14,0.5,1064,Standing
14,0.93,0.2,0.44,1104,Standing
15,0.78,0.14,0.56,1144,Standing
16,0.95,0.25,0.55,1185,Standing
17,1.02,0.23,0.39,1225,Standing
18,0.96,0.3,0.3,1265,Standing
19,0.91,0.3,0.33,1306,Standing
20,0.83,0.29,0.43,1346,Standing
21,0.78,0.31,0.51,1386,Standing
22,0.9,0.3,0.48,1427,Standing
23,0.93,0.32,0.43,1467,Standing
24,0.8,0.33,0.51,1507,Standing
25,0.79,0.37,0.58,1548,Standing
26,0.66,0.38,0.48,1588,Standing
27,0.57,0.32,0.49,1628,Standing
28,0.65,0.21,0.5,1670,Standing
29,0.66,0.16,0.32,1711,Standing
30,0.71,0.06,0.19,1752,Standing
31,0.64,-0.02,0.2,1793,Standing
32,1.03,-0.26,0.12,1835,Standing
33,0.79,-0.35,0.15,1876,Standing
34,0.86,-0.39,0.07,1916,Standing
35,0.95,-0.55,0.1,1956,Standing
36,0.66,-0.56,0.04,1996,Standing
37,0.98,-0.82,0.01,2036,Standing
38,0.74,-0.88,-0.0,2076,Standing
39,1.08,-1.2,-0.01,2116,Standing
40,1.07,-1.17,-0.05,2156,Standing
41,0.71,-0.99,-0.03,2196,Standing
42,0.54,-0.88,0.01,2237,Standing
43,0.57,-0.88,0.07,2277,Standing
44,0.55,-0.91,-0.0,2317,Standing
45,0.57,-0.96,-0.05,2357,Standing
46,0.42,-0.93,0.0,2397,Standing
47,0.35,-0.96,0.06,2437,Standing
48,0.32,-0.93,0.04,2477,Standing
49,0.33,-0.94,0.02,2519,Standing
50,0.35,-0.94,0.0,2561,Standing
51,0.36,-0.96,-0.01,2603,Standing
52,0.33,-0.95,0.0,2643,Standing
53,0.36,-0.93,0.0,2684,Standing
54,0.37,-0.92,-0.01,2725,Standing
55,0.37,-0.91,0.0,2765,Standing
56,0.38,-0.91,-0.01,2805,Standing
57,0.38,-0.93,-0.0,2846,Standing
58,0.39,-0.93,-0.01,2886,Standing
59,0.41,-0.95,0.01,2926,Standing
60,0.39,-0.93,0.01,2966,Standing
61,0.39,-0.94,-0.0,3006,Standing
62,0.41,-0.94,-0.0,3046,Standing
63,0.41,-0.93,0.0,3087,Standing
64,0.41,-0.93,0.0,3127,Standing
65,0.41,-0.94,0.02,3167,Standing
66,0.41,-0.93,0.02,3207,Standing
67,0.4,-0.93,0.01,3247,Standing
68,0.39,-0.93,0.02,3287,Standing
69,0.39,-0.93,0.02,3329,Standing
70,0.37,-0.93,0.0,3371,Standing
71,0.37,-0.92,-0.01,3412,Standing
72,0.37,-0.92,0.0,3452,Standing
73,0.36,-0.92,-0.0,3492,Standing
74,0.37,-0.92,0.0,3532,Standing
