,x,y,z,t,activity
0,0.0,0.0,0.0,519,Standing
1,0.28,-0.18,0.88,559,Standing
2,0.3,-0.18,0.92,599,Standing
3,0.31,-0.08,1.01,640,Standing
4,0.21,-0.1,0.96,681,Standing
5,0.26,-0.04,0.93,721,Standing
6,0.22,-0.05,1.02,761,Standing
7,0.24,-0.06,0.98,801,Standing
8,0.27,-0.05,0.96,841,Standing
9,0.28,-0.08,1.03,882,Standing
10,0.25,-0.08,1.0,922,Standing
11,0.3,-0.07,1.02,962,Standing
12,0.3,-0.07,1.05,1002,Standing
13,0.23,-0.09,1.0,1042,Standing
14,0.21,-0.09,1.0,1083,Standing
15,0.34,-0.14,1.0,1123,Standing
16,0.26,-0.08,0.97,1164,Standing
17,0.25,-0.09,0.99,1205,Standing
18,0.29,-0.11,1.0,1245,Standing
19,0.3,-0.07,1.03,1286,Standing
20,0.27,-0.08,1.04,1326,Standing
21,0.33,-0.08,1.02,1367,Standing
22,0.3,-0.08,1.02,1409,Standing
23,0.32,-0.07,1.04,1449,Standing
24,0.33,-0.06,1.02,1490,Standing
25,0.29,-0.07,1.02,1530,Standing
26,0.34,-0.04,0.99,1571,Standing
27,0.31,-0.05,1.03,1611,Standing
28,0.35,-0.04,1.0,1652,Standing
29,0.37,-0.03,0.96,1693,Standing
30,0.32,0.0,0.96,1733,Standing
31,0.3,-0.01,0.98,1773,Standing
32,0.31,-0.01,0.96,1814,Standing
33,0.34,-0.02,0.99,1855,Standing
34,0.34,0.01,1.02,1896,Standing
35,0.35,0.03,1.02,1936,Standing
36,0.39,0.05,1.01,1976,Standing
37,0.34,0.05,1.02,2017,Standing
38,0.33,0.03,0.99,2057,Standing
39,0.35,0.03,0.95,2097,Standing
40,0.36,0.03,0.99,2137,Standing
41,0.35,0.02,0.97,2178,Standing
42,0.34,0.02,0.97,2220,Standing
43,0.36,0.03,0.96,2262,Standing
44,0.37,0.03,0.99,2302,Standing
45,0.37,0.0,0.96,2342,Standing
46,0.37,0.02,1.0,2382,Standing
47,0.37,0.03,0.98,2423,Standing
48,0.44,0.03,1.03,2463,Standing
49,0.43,0.04,1.02,2503,Standing
50,0.46,0.04,1.0,2543,Standing
51,0.45,0.05,0.96,2583,Standing
52,0.49,0.04,0.95,2624,Standing
53,0.48,0.06,0.88,2664,Standing
54,0.5,0.06,0.88,2704,Standing
55,0.52,0.06,0.95,2744,Standing
56,0.48,0.06,0.95,2784,Standing
57,0.5,0.07,0.89,2825,Standing
58,0.46,0.08,0.89,2865,Standing
59,0.39,0.09,0.86,2905,Standing
60,0.48,0.05,0.93,2945,Standing
61,0.46,0.05,0.95,2985,Standing
62,0.4,0.02,0.91,3026,Standing
63,0.44,0.03,0.96,3066,Standing
64,0.49,0.02,1.07,3106,Standing
65,0.43,0.04,1.02,3146,Standing
66,0.41,0.03,0.98,3186,Standing
67,0.42,0.01,0.99,3226,Standing
68,0.42,0.0,0.96,3266,Standing
69,0.46,0.02,0.97,3307,Standing
70,0.42,0.02,0.98,3347,Standing
71,0.42,0.02,0.96,3387,Standing
72,0.4,0.01,0.96,3427,Standing
73,0.41,0.01,0.98,3467,Standing
74,0.39,0.01,0.96,3508,Standing
75,0.39,0.01,0.95,3548,Standing
76,0.37,0.01,0.95,3588,Standing
77,0.37,-0.0,0.91,3628,Standing
78,0.39,-0.04,0.94,3670,Standing
79,0.37,-0.05,0.94,3710,Standing
80,0.38,-0.05,0.91,3750,Standing
81,0.45,-0.1,1.0,3791,Standing
82,0.4,-0.09,0.96,3831,Standing
83,0.37,-0.08,0.94,3872,Standing
84,0.41,-0.16,1.0,3912,Standing
85,0.32,-0.12,0.89,3952,Standing
86,0.37,-0.12,0.93,3993,Standing
87,0.52,-0.24,1.08,4033,Standing
88,0.36,-0.22,0.95,4074,Standing
89,0.38,-0.24,1.0,4115,Standing
90,0.36,-0.23,0.95,4155,Standing
91,0.33,-0.23,0.91,4196,Standing
92,0.46,-0.26,0.93,4236,Standing
93,0.44,-0.27,0.86,4277,Standing
94,0.28,-0.27,0.75,4317,Standing
95,0.21,-0.38,0.68,4358,Standing
96,0.21,-0.46,0.61,4399,Standing
97,0.3,-0.53,0.65,4439,Standing
98,0.51,-0.71,0.78,4480,Standing
99,0.35,-0.68,0.68,4521,Standing
100,0.33,-0.74,0.75,4562,Standing
101,0.31,-0.77,0.69,4602,Standing
102,0.33,-0.77,0.66,4643,Standing
103,0.39,-0.8,0.65,4684,Standing
104,0.52,-0.87,0.68,4724,Standing
105,0.4,-0.86,0.59,4765,Standing
106,0.24,-0.86,0.57,4806,Standing
107,0.36,-0.89,0.55,4846,Standing
108,0.41,-0.91,0.51,4887,Standing
109,0.38,-0.93,0.48,4928,Standing
110,0.31,-0.89,0.45,4968,Standing
111,0.27,-0.87,0.45,5009,Standing
112,0.29,-0.87,0.45,5049,Standing
113,0.26,-0.87,0.46,5090,Standing
114,0.18,-0.89,0.42,5130,Standing
115,0.14,-0.88,0.43,5171,Standing
116,0.12,-0.86,0.4,5212,Standing
117,0.13,-0.87,0.36,5252,Standing
118,0.15,-0.87,0.33,5293,Standing
119,0.17,-0.87,0.31,5335,Standing
120,0.18,-0.86,0.3,5376,Standing
121,0.18,-0.87,0.31,5417,Standing
122,0.19,-0.86,0.32,5458,Standing
123,0.19,-0.87,0.36,5498,Standing
124,0.18,-0.87,0.37,5539,Standing
125,0.15,-0.88,0.39,5579,Standing
126,0.13,-0.9,0.43,5620,Standing
127,0.14,-0.89,0.42,5661,Standing
128,0.12,-0.89,0.42,5701,Standing
129,0.12,-0.91,0.41,5742,Standing
130,0.12,-0.91,0.4,5782,Standing
131,0.14,-0.89,0.37,5823,Standing
132,0.18,-0.89,0.35,5863,Standing
133,0.18,-0.89,0.34,5904,Standing
134,0.2,-0.9,0.32,5944,Standing
135,0.19,-0.91,0.32,5985,Standing
136,0.18,-0.91,0.32,6025,Standing
137,0.18,-0.89,0.33,6066,Standing
138,0.15,-0.9,0.34,6107,Standing
139,0.14,-0.89,0.33,6147,Standing
140,0.15,-0.89,0.32,6188,Standing
141,0.15,-0.91,0.32,6230,Standing
142,0.16,-0.91,0.3,6270,Standing
143,0.16,-0.89,0.31,6310,Standing
144,0.16,-0.9,0.32,6351,Standing
145,0.16,-0.89,0.32,6391,Standing
146,0.16,-0.9,0.33,6432,Standing
147,0.16,-0.89,0.32,6472,Standing
148,0.15,-0.91,0.33,6513,Standing
149,0.14,-0.9,0.32,6554,Standing
150,0.15,-0.9,0.32,6594,Standing
151,0.15,-0.89,0.32,6635,Standing
152,0.14,-0.91,0.32,6675,Standing
153,0.14,-0.91,0.32,6716,Standing
154,0.14,-0.91,0.32,6756,Standing
155,0.16,-0.9,0.32,6797,Standing
156,0.17,-0.9,0.32,6837,Standing
157,0.17,-0.89,0.32,6878,Standing
158,0.18,-0.9,0.34,6918,Standing
159,0.16,-0.91,0.33,6959,Standing
160,0.14,-0.91,0.32,6999,Standing
161,0.14,-0.91,0.31,7040,Standing
162,0.14,-0.91,0.27,7081,Standing
163,0.13,-0.93,0.27,7122,Standing
