,x,y,z,t,activity
0,0.23,-0.64,0.48,560,Standing
1,0.45,-0.68,0.93,601,Standing
2,0.51,-0.7,1.23,642,Standing
3,0.43,-0.63,1.08,683,Standing
4,0.36,-0.57,1.02,723,Standing
5,0.31,-0.53,0.89,764,Standing
6,0.3,-0.52,0.81,805,Standing
7,0.31,-0.52,0.72,845,Standing
8,0.34,-0.51,0.65,886,Standing
9,0.49,-0.57,0.74,927,Standing
10,0.46,-0.57,0.65,968,Standing
11,0.51,-0.62,0.74,1009,Standing
12,0.51,-0.62,0.69,1050,Standing
13,0.25,-0.61,0.71,1090,Standing
14,0.4,-0.58,0.69,1131,Standing
15,0.48,-0.53,0.59,1172,Standing
16,0.48,-0.52,0.59,1212,Standing
17,0.46,-0.53,0.59,1253,Standing
18,0.48,-0.56,0.6,1294,Standing
19,0.47,-0.59,0.59,1334,Standing
20,0.55,-0.65,0.61,1375,Standing
21,0.55,-0.63,0.59,1416,Standing
22,0.57,-0.64,0.6,1456,Standing
23,0.55,-0.65,0.6,1497,Standing
24,0.52,-0.65,0.56,1538,Standing
25,0.53,-0.63,0.55,1580,Standing
26,0.51,-0.64,0.53,1620,Standing
27,0.51,-0.65,0.52,1661,Standing
28,0.5,-0.67,0.48,1701,Standing
29,0.58,-0.7,0.53,1742,Standing
30,0.52,-0.71,0.51,1783,Standing
31,0.57,-0.72,0.52,1824,Standing
32,0.51,-0.73,0.48,1865,Standing
33,0.51,-0.73,0.46,1905,Standing
34,0.53,-0.73,0.48,1946,Standing
35,0.54,-0.78,0.47,1987,Standing
36,0.52,-0.77,0.45,2028,Standing
37,0.49,-0.77,0.43,2069,Standing
38,0.48,-0.78,0.42,2109,Standing
39,0.45,-0.77,0.41,2150,Standing
40,0.42,-0.77,0.39,2191,Standing
41,0.42,-0.76,0.39,2232,Standing
42,0.4,-0.76,0.37,2272,Standing
43,0.4,-0.76,0.38,2313,Standing
44,0.45,-0.77,0.4,2354,Standing
45,0.47,-0.77,0.4,2394,Standing
46,0.5,-0.77,0.42,2435,Standing
47,0.51,-0.77,0.43,2475,Standing
48,0.51,-0.77,0.42,2515,Standing
49,0.51,-0.76,0.43,2557,Standing
50,0.5,-0.76,0.41,2598,Standing
51,0.51,-0.78,0.41,2639,Standing
