,x,y,z,t,activity
0,0.0,0.0,0.0,519,Standing
1,0.48,0.55,0.67,560,Standing
2,0.5,0.57,0.64,600,Standing
3,0.52,0.59,0.68,640,Standing
4,0.53,0.58,0.71,680,Standing
5,0.53,0.58,0.66,721,Standing
6,0.57,0.4,0.64,761,Standing
7,0.46,0.53,0.69,802,Standing
8,0.47,0.42,0.69,843,Standing
9,0.45,0.36,0.78,883,Standing
10,0.33,0.33,0.8,924,Standing
11,0.31,0.27,0.83,965,Standing
12,0.31,0.22,0.86,1005,Standing
13,0.3,0.22,0.86,1046,Standing
14,0.29,0.2,0.9,1087,Standing
15,0.29,0.21,0.93,1128,Standing
16,0.31,0.2,0.96,1169,Standing
17,0.34,0.2,0.96,1210,Standing
18,0.37,0.2,0.95,1251,Standing
19,0.41,0.19,0.91,1292,Standing
20,0.4,0.2,0.88,1333,Standing
21,0.41,0.18,0.88,1374,Standing
22,0.4,0.17,0.86,1415,Standing
23,0.39,0.14,0.88,1456,Standing
24,0.45,0.11,0.88,1496,Standing
25,0.46,0.13,0.89,1537,Standing
26,0.5,0.12,0.92,1577,Standing
27,0.5,0.11,0.93,1618,Standing
28,0.52,0.05,0.95,1659,Standing
29,0.46,0.04,0.93,1700,Standing
30,0.42,0.02,0.89,1742,Standing
31,0.43,0.05,0.84,1783,Standing
32,0.47,0.04,0.82,1824,Standing
33,0.5,0.05,0.8,1865,Standing
34,0.57,0.02,0.79,1906,Standing
35,0.63,0.02,0.8,1948,Standing
36,0.59,0.0,0.79,1989,Standing
37,0.57,-0.03,0.77,2030,Standing
38,0.48,-0.02,0.72,2071,Standing
39,0.5,-0.08,0.71,2111,Standing
40,0.46,-0.15,0.72,2153,Standing
41,0.38,-0.19,0.72,2194,Standing
42,0.45,-0.3,0.79,2234,Standing
43,0.29,-0.41,0.7,2275,Standing
44,0.31,-0.51,0.83,2315,Standing
45,0.21,-0.59,0.72,2356,Standing
46,0.18,-0.68,0.71,2396,Standing
47,0.18,-0.8,0.71,2437,Standing
48,0.06,-0.88,0.64,2477,Standing
49,0.02,-0.93,0.58,2518,Standing
50,-0.05,-0.92,0.53,2560,Standing
51,-0.07,-1.05,0.52,2601,Standing
52,-0.07,-1.04,0.49,2641,Standing
53,-0.13,-1.1,0.49,2683,Standing
54,-0.09,-0.98,0.48,2724,Standing
55,-0.07,-1.01,0.45,2764,Standing
56,-0.03,-1.04,0.42,2804,Standing
57,-0.1,-1.02,0.39,2844,Standing
58,-0.09,-0.99,0.35,2884,Standing
59,-0.09,-0.96,0.32,2924,Standing
60,-0.06,-0.94,0.33,2964,Standing
61,-0.05,-0.97,0.34,3006,Standing
62,-0.06,-0.95,0.35,3047,Standing
63,-0.05,-0.96,0.36,3087,Standing
64,-0.03,-0.98,0.35,3127,Standing
65,-0.03,-0.98,0.29,3167,Standing
66,-0.09,-0.99,0.27,3207,Standing
67,-0.08,-0.99,0.26,3247,Standing
68,-0.07,-1.0,0.31,3287,Standing
69,-0.04,-0.97,0.32,3329,Standing
70,-0.06,-0.96,0.31,3369,Standing
71,-0.06,-0.96,0.34,3409,Standing
72,-0.09,-0.96,0.35,3449,Standing
73,-0.07,-0.96,0.36,3489,Standing
74,-0.07,-0.96,0.34,3529,Standing
75,-0.07,-0.94,0.34,3569,Standing
76,-0.09,-0.94,0.32,3609,Standing
77,-0.07,-0.95,0.33,3649,Standing
78,-0.05,-0.98,0.33,3690,Standing
79,-0.05,-0.98,0.34,3730,Standing
80,-0.05,-0.97,0.34,3770,Standing
81,-0.04,-0.97,0.34,3810,Standing
82,-0.05,-0.97,0.34,3850,Standing
83,-0.05,-0.97,0.34,3890,Standing
84,-0.07,-0.96,0.33,3930,Standing
85,-0.07,-0.96,0.33,3971,Standing
86,-0.07,-0.96,0.33,4011,Standing
87,-0.07,-0.98,0.33,4052,Standing
88,-0.08,-0.96,0.34,4092,Standing
89,-0.08,-0.96,0.35,4132,Standing
90,-0.08,-0.96,0.35,4172,Standing
91,-0.09,-0.95,0.36,4212,Standing
92,-0.09,-0.95,0.36,4252,Standing
93,-0.09,-0.95,0.36,4293,Standing
94,-0.07,-0.95,0.36,4333,Standing
95,-0.04,-0.95,0.36,4373,Standing
96,-0.06,-0.96,0.35,4413,Standing
97,-0.06,-0.95,0.34,4453,Standing
98,-0.08,-0.95,0.34,4493,Standing
99,-0.07,-0.95,0.34,4535,Standing
100,-0.07,-0.96,0.34,4576,Standing
101,-0.07,-0.95,0.34,4616,Standing
102,-0.07,-0.95,0.35,4656,Standing
103,-0.08,-0.96,0.35,4696,Standing
104,-0.08,-0.96,0.36,4736,Standing
105,-0.07,-0.95,0.36,4777,Standing
106,-0.07,-0.96,0.35,4817,Standing
107,-0.07,-0.95,0.36,4858,Standing
108,-0.07,-0.95,0.36,4898,Standing
109,-0.07,-0.95,0.35,4938,Standing
110,-0.07,-0.96,0.35,4978,Standing
111,-0.07,-0.96,0.34,5018,Standing
112,-0.07,-0.96,0.34,5058,Standing
113,-0.08,-0.96,0.34,5098,Standing
114,-0.08,-0.96,0.34,5139,Standing
115,-0.07,-0.96,0.35,5179,Standing
116,-0.07,-0.96,0.35,5219,Standing
117,-0.07,-0.96,0.35,5259,Standing
118,-0.06,-0.96,0.36,5299,Standing
119,-0.06,-0.96,0.36,5339,Standing
120,-0.07,-0.96,0.35,5379,Standing
121,-0.07,-0.96,0.35,5421,Standing
122,-0.08,-0.96,0.35,5462,Standing
123,-0.08,-0.95,0.35,5504,Standing
124,-0.07,-0.96,0.35,5545,Standing
125,-0.07,-0.95,0.36,5585,Standing
126,-0.07,-0.95,0.36,5625,Standing
127,-0.06,-0.95,0.36,5665,Standing
128,-0.06,-0.95,0.36,5705,Standing
129,-0.06,-0.95,0.36,5745,Standing
130,-0.05,-0.95,0.36,5786,Standing
131,-0.05,-0.96,0.36,5826,Standing
132,-0.06,-0.96,0.36,5866,Standing
133,-0.06,-0.96,0.36,5906,Standing
134,-0.07,-0.95,0.36,5946,Standing
135,-0.07,-0.95,0.36,5986,Standing
136,-0.07,-0.96,0.35,6026,Standing
137,-0.07,-0.96,0.35,6066,Standing
138,-0.07,-0.95,0.35,6107,Standing
139,-0.07,-0.95,0.36,6147,Standing
140,-0.07,-0.95,0.36,6187,Standing
141,-0.06,-0.95,0.36,6228,Standing
142,-0.06,-0.95,0.35,6268,Standing
143,-0.06,-0.95,0.34,6308,Standing
144,-0.06,-0.95,0.34,6348,Standing
