1493	2
1492	5
1491	7
1491	9
1491	11
1494	14
1496	16
1497	18
1497	21
1497	23
1495	25
1495	27
1496	30
1498	32
1499	34
1499	37
1498	39
1497	41
1497	45
1495	47
1494	49
1493	51
1494	54
1494	56
1493	58
1491	61
1491	63
1493	65
1495	68
1496	70
1495	72
1495	75
1495	77
1496	79
1496	81
1497	84
1497	87
1496	89
1496	92
1498	94
1500	96
1499	99
1496	101
1494	103
1494	106
1495	108
1495	110
1495	113
1493	115
1492	117
1491	120
1491	122
1491	124
1491	128
1492	130
1491	132
1489	135
1488	137
1488	140
1490	142
1492	144
1492	147
1494	149
1497	151
1500	154
1501	156
1501	158
1500	161
1499	163
1497	165
1495	168
1493	171
1492	173
1492	176
1492	178
1491	181
1490	183
1490	185
1490	188
1490	190
1490	192
1491	195
1492	197
1492	199
1492	202
1489	204
1487	206
1487	209
1489	211
1491	215
1492	217
1493	219
1495	222
1498	224
1498	226
1497	229
1496	231
1495	233
1493	236
1492	238
1491	240
1491	243
1490	245
1490	247
1491	250
1491	252
1492	256
1493	258
1494	260
1495	263
1496	265
1495	267
1495	270
1496	272
1497	274
1495	277
1494	279
1492	281
1492	284
1492	286
1492	288
1491	291
1490	293
1490	296
1489	299
1490	301
1491	304
1491	306
1492	308
1493	311
1494	313
1494	315
1495	318
1496	320
1495	322
1494	325
1493	327
1493	330
1493	332
1494	334
1494	337
1495	339
1494	342
1494	345
1495	347
1494	349
1495	352
1498	354
1500	356
1499	359
1498	361
1496	363
1494	366
1492	368
1492	371
1492	373
1491	375
1492	378
1491	380
1492	382
1493	386
1495	388
1498	390
1498	393
1494	395
1490	397
1490	400
1491	402
1491	404
1492	407
1492	409
1491	412
1492	414
1492	416
1492	419
1493	421
1493	423
1492	427
1489	429
1489	431
1490	434
1492	436
1492	438
1493	441
1493	443
1493	445
1493	448
1493	450
1493	453
1493	455
1493	457
1495	460
1495	462
1495	464
1493	467
1492	470
1492	472
1492	475
1493	477
1493	479
