1483	2
1486	5
1486	7
1486	9
1485	11
1482	14
1481	16
1480	18
1481	21
1483	23
1484	25
1485	27
1486	30
1486	32
1485	34
1485	37
1485	39
1485	41
1485	45
1485	47
1486	49
1485	51
1485	54
1485	56
1484	58
1482	61
1479	63
1479	65
1481	68
1483	70
1483	72
1482	75
1482	77
1483	79
1485	81
1487	84
1488	87
1488	89
1488	92
1488	94
1487	96
1487	99
1487	101
1488	103
1488	106
1488	108
1488	110
1487	113
1486	115
1486	117
1486	120
1485	122
1485	124
1485	128
1486	130
1486	132
1487	135
1487	137
1486	140
1487	142
1487	144
1487	147
1486	149
1484	151
1483	154
1484	156
1486	158
1487	161
1487	163
1486	165
1487	168
1488	171
1489	173
1489	176
1489	178
1489	181
1489	183
1488	185
1487	188
1486	190
1486	192
1486	195
1488	197
1489	199
1489	202
1488	204
1487	206
1487	209
1486	211
1485	214
1485	217
1485	219
1485	222
1483	224
1482	226
1481	229
1482	231
1483	233
1485	236
1486	238
1486	240
1486	243
1486	245
1487	247
1487	250
1488	252
1488	256
1487	258
1486	260
1484	263
1482	265
1483	267
1487	270
1488	272
1489	274
1489	277
1489	279
1489	281
1488	284
1487	286
1487	288
1487	291
1487	293
1487	296
1486	299
1486	301
1486	304
1487	306
1488	308
1488	311
1487	313
1487	315
1487	318
1488	320
1488	322
1490	325
1490	327
1488	329
1488	332
1487	334
1487	337
1486	339
1486	342
1486	345
1486	347
1486	349
1485	352
1484	354
1484	356
1486	359
1488	361
1487	363
1488	366
1487	368
1487	370
1487	373
1486	375
1485	378
1485	380
1485	382
1485	386
1485	388
1485	390
1486	393
1486	395
1488	397
1489	400
1489	402
1488	404
1488	407
1488	409
1487	412
1488	414
1487	416
1487	419
1486	421
1486	423
1486	427
1486	429
1486	431
1486	434
1485	436
1484	438
1485	441
1487	443
1488	445
1487	448
1487	450
1488	453
1489	455
1490	457
1490	460
1489	462
1489	464
1489	467
1489	470
1489	472
1487	475
1486	477
1485	479
1485	482
1486	484
1486	486
1487	489
1487	491
1488	494
1488	496
1488	498
1488	501
1487	503
1487	505
1487	508
1488	510
1488	513
1488	516
1487	518
1487	520
1487	523
1486	525
1487	528
1487	530
1486	532
1486	535
1488	537
1490	539
1490	542
1489	544
1487	546
1486	549
1486	551
1487	553
1488	557
1488	559
1488	561
1489	564
1489	566
1489	569
1488	571
1488	573
1489	576
1490	578
1491	580
1490	583
1490	585
1490	587
1491	590
1492	592
1492	594
1492	598
1492	600
1492	603
1491	605
1491	607
1490	610
1491	612
1491	614
1493	617
1494	619
1493	621
1491	624
1489	626
1488	628
1488	631
1489	633
1490	635
1490	638
1489	641
1489	644
1489	646
1490	648
1490	651
1489	653
1489	655
1488	658
1488	660
1488	662
1488	665
1488	667
1488	669
1489	672
1488	674
1489	676
1489	679
1489	681
1489	685
1488	687
1488	689
1488	692
1488	694
1487	696
1486	699
1486	701
1485	703
1484	706
1486	708
1488	710
1489	713
1491	715
1490	718
1489	720
1487	722
1487	726
1488	728
1488	730
1488	733
1488	735
1488	737
1489	740
1489	742
1490	744
1490	747
1490	749
1489	751
1487	754
1487	756
1488	759
1489	761
1490	763
1489	766
1488	769
1488	771
1488	774
1488	776
1488	778
1487	781
1486	783
1486	785
1486	788
1486	790
1486	792
1485	795
1484	797
1484	800
1486	802
1487	804
1488	807
1488	809
1489	812
1489	815
1488	817
1488	819
1488	822
1488	824
1488	826
1489	829
1488	831
1487	834
1486	836
1486	838
1486	841
1486	843
1487	845
1486	848
1486	850
1486	852
1486	856
1485	858
1484	860
1484	863
1484	865
1486	867
1487	870
1487	872
1487	875
1487	877
1487	879
1488	882
1488	884
1489	886
1489	889
1488	891
1488	893
1487	897
1486	899
1485	901
1484	904
1483	906
1483	908
1483	911
1483	913
1482	916
1482	918
1485	920
1487	923
1488	925
1489	927
1488	930
1487	932
1485	934
1485	937
1485	940
1486	942
1487	945
1489	947
1489	950
1488	952
1487	954
1486	957
1487	959
1487	961
1486	964
1485	966
1485	968
1486	971
1486	973
1487	975
1487	978
1488	980
1488	983
1487	986
1486	988
1484	991
1484	993
1484	995
1485	998
1486	1000
1487	1002
1488	1005
1489	1007
1489	1010
1488	1012
1485	1014
1485	1017
1488	1019
1490	1022
1491	1025
1490	1027
1489	1030
1489	1032
1490	1035
1490	1037
1489	1039
1487	1042
1486	1044
1487	1047
1487	1049
1486	1051
1485	1054
1485	1056
1486	1059
1487	1061
1488	1063
1488	1067
1488	1069
1488	1072
1488	1074
1487	1076
1486	1079
1486	1081
1485	1084
1485	1086
1485	1088
1485	1091
1485	1093
