1499	2
1496	5
1493	7
1490	9
1491	11
1487	14
1483	16
1477	18
1476	21
1478	23
1476	25
1475	27
1480	30
1486	32
1490	34
1492	37
1490	39
1491	41
1498	45
1509	47
1513	49
1511	51
1506	54
1496	56
1490	58
1485	61
1485	63
1485	65
1485	68
1479	70
1474	72
1474	75
1476	77
1483	79
1490	81
1496	84
1501	87
1507	89
1513	92
1512	94
1508	96
1503	99
1498	101
1495	103
1490	106
1486	108
1484	110
1486	113
1490	115
1493	117
1491	120
1486	122
1482	124
1480	128
1481	130
1482	132
1483	135
1481	137
1478	140
1475	142
1476	144
1480	147
1489	149
1498	151
1502	154
1502	156
1499	158
1493	161
1491	163
1492	165
1494	168
1494	171
1486	173
1483	176
1483	178
1486	181
1486	183
1486	185
1484	188
1485	190
1486	192
1489	195
1484	197
1480	199
1481	202
1487	204
1493	206
1492	209
1491	211
1491	214
1494	217
1495	219
1494	222
1492	224
1491	226
1491	229
1490	231
1487	233
1489	236
1493	238
1495	240
1495	243
1495	245
1492	247
1492	250
1489	252
1484	256
1485	258
1488	260
1484	263
1481	265
1479	267
1482	270
1490	272
1493	274
1491	277
1487	279
1489	281
1491	284
1491	286
1487	288
1485	291
1484	293
1485	296
1487	299
1489	301
1488	304
1486	306
1483	308
1480	311
1480	313
1482	315
1485	318
1488	320
1487	322
1483	325
1481	327
1486	329
1492	332
1495	334
1494	337
1492	339
1490	342
1492	345
1500	347
1500	349
1490	352
1484	354
1481	356
1485	359
1487	361
1485	363
1482	366
1481	368
1479	371
1479	373
1479	375
1479	378
1482	380
1485	382
1483	386
1487	388
1492	390
1499	393
1502	395
1501	397
1497	400
1493	402
1488	404
1488	407
1487	409
1487	412
1489	414
1490	416
1488	419
1486	421
1483	423
1481	427
1479	429
1476	431
1475	434
1476	436
1484	438
1488	441
1487	443
1491	445
1497	448
1495	450
1492	453
1488	455
1486	457
1494	460
1502	462
1503	464
1496	467
1482	470
1473	472
1471	475
1476	477
1485	479
1486	482
1485	484
1485	487
1486	489
1489	491
1491	494
1490	496
1487	498
1487	501
1487	503
1493	505
1498	508
1497	510
1486	513
1480	516
1481	518
1484	520
1484	523
1480	525
1479	528
1480	530
1483	532
1484	535
1484	537
1481	539
1479	542
1482	544
1491	546
1498	549
1502	551
1498	553
1495	557
1497	559
1497	561
1496	564
1497	566
1499	569
1496	571
1493	573
1493	576
1493	578
1493	580
1491	583
1486	585
1482	587
1478	590
1476	592
1471	594
1464	598
1466	600
1471	603
1481	605
1488	607
1488	610
1487	612
1490	614
1498	617
1507	619
1508	621
1503	624
1496	626
1491	628
1489	631
1490	633
1484	635
1470	638
1459	641
1463	644
1473	646
1487	648
1491	651
1488	653
1487	655
1487	658
1489	660
1489	662
1492	665
1494	667
1495	669
1496	672
1494	674
1491	677
1488	679
1485	681
1482	685
1482	687
1481	689
1481	692
1487	694
1498	696
1506	699
1510	701
1504	703
1498	706
1492	708
1485	710
1478	713
1478	715
1481	718
1480	720
1473	722
1462	726
1465	728
1477	730
1495	733
1498	735
1491	737
1486	740
1488	742
1493	744
1498	747
1498	749
1498	751
